master_id	canonical_name	canonical_reading	old_names	alternative_names	prefecture	address	coordinates	main_deity_ids	secondary_deity_ids	related_clan_ids	shrine_rank_ancient	shrine_rank_modern	founding_year_estimated	founding_legend	notes	verified_status	verification_dimension	verified_at	verified_by	verification_source	coordinates_accuracy	coordinates_source	coordinates_verified_at	visualization_confidence	coordinates_source_url	coordinates_note
SHR-234	藤崎八旛宮	ふじさきはちまんぐう	-	-	熊本県	熊本市中央区井川淵町	-	DEI-181|DEI-182|DEI-183|DEI-184	-	-	-	県社	承平5年(935)	朱雀天皇による勧請	肥後一の八幡	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-235	柞原八幡宮	ゆすはらはちまんぐう	-	由原宮	大分県	大分市八幡	-	DEI-181|DEI-182|DEI-183|DEI-184	-	-	-	国幣小社	天長4年(827)	宇佐から勧請(分祀)	豊後一宮(中世)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-238	函館八幡宮	はこだてはちまんぐう	-	-	北海道	函館市谷地頭町	-	DEI-181|DEI-182|DEI-183|DEI-184	-	-	-	県社	文安2年(1445)	河野政通の勧請	北海道最古級の八幡	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-239	大原野神社	おおはらのじんじゃ	-	京春日	京都府	京都市西京区大原野	-	DEI-011|DEI-012|DEI-107|DEI-154	-	-	二十二社	府社	延暦3年(784)	桓武天皇が春日大社から勧請(京春日)	二十二社の一・京春日	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持						
SHR-240	吉田神社	よしだじんじゃ	-	吉田四神	京都府	京都市左京区吉田神楽岡町	-	DEI-011|DEI-012|DEI-107|DEI-154	-	-	二十二社(下八社)	官幣中社	貞観元年(859)	藤原山蔭が春日大社から勧請	卜部(吉田)氏祭祀・吉田神道発祥	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持						
SHR-241	田村神社(讃岐春日)	たむらじんじゃ	-	讃岐一宮	香川県	高松市一宮町	34.2792,134.0353	DEI-011|DEI-012|DEI-107|DEI-154	-	-	名神大社	県社	和銅2年(709)	讃岐国造氏の祖神祭祀+春日習合	讃岐一宮(春日習合中世)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-242	飛鳥坐神社	あすかにますじんじゃ	-	-	奈良県	高市郡明日香村飛鳥	34.4761,135.82	DEI-011|DEI-012|DEI-107|DEI-154	-	-	名神大社	県社	大化年間以前	飛鳥盆地の地主神+春日相殿	飛鳥地方鎮守	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-243	武蔵国総社春日神社	むさしのくにそうしゃかすがじんじゃ	-	府中春日	東京都	府中市宮町	-	DEI-011|DEI-012|DEI-107|DEI-154	-	-	-	村社	中世	武蔵国府の春日勧請	武蔵国府春日	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-244	鎌倉春日神社	かまくらかすがじんじゃ	-	-	神奈川県	鎌倉市	-	DEI-011|DEI-012|DEI-107|DEI-154	-	-	-	村社	建久年間	源頼朝による勧請	鎌倉幕府期春日	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-255	筑前春日神社	ちくぜんかすがじんじゃ	-	-	福岡県	春日市春日	-	DEI-011|DEI-012|DEI-107|DEI-154	-	-	-	県社	天平勝宝8年(756)	藤原氏の九州統治期勧請	春日市名の由来	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-267	武蔵児玉春日神社	こだまかすがじんじゃ	-	-	埼玉県	本庄市児玉町	-	DEI-011|DEI-012|DEI-107|DEI-154	-	-	-	村社	中世	武蔵児玉党勧請	児玉党祖神	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-268	興福寺南円堂春日	こうふくじなんえんどうかすが	-	南円堂八角堂	奈良県	奈良市登大路町	-	DEI-011|DEI-012|DEI-107|DEI-154	-	-	-	-	弘仁4年(813)	藤原冬嗣の勧請(興福寺鎮守)	興福寺鎮守春日	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-269	伏見稲荷大社	ふしみいなりたいしゃ	-	稲荷総本社	京都府	京都府京都市伏見区深草薮之内町68	34.9671,135.7727	DEI-032	DEI-260	-	名神大社|二十二社	官幣大社|別表神社	和銅4年(711)	秦伊呂具による勧請(深草)	全国稲荷総本社・秦氏祭祀	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-270	笠間稲荷神社	かさまいなりじんじゃ	-	胡桃下稲荷	茨城県	笠間市笠間1	36.3461,140.2622	DEI-032	-	-	-	県社|別表神社	白雉2年(651)	笠間胡桃下に鎮座	日本三大稲荷の一	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-271	豊川稲荷	とよかわいなり	-	妙厳寺鎮守	愛知県	豊川市豊川町	-	DEI-032	-	-	-	-	嘉吉元年(1441)	曹洞宗妙厳寺の鎮守	日本三大稲荷の一(神仏習合)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-272	祐徳稲荷神社	ゆうとくいなりじんじゃ	-	-	佐賀県	鹿島市古枝	-	DEI-032	-	-	-	県社	貞享4年(1687)	鹿島藩主夫人の勧請	日本三大稲荷の一	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-273	最上稲荷	もがみいなり	-	妙教寺鎮守	岡山県	岡山市北区高松稲荷	-	DEI-032	-	-	-	-	天平勝宝4年(752)	報恩大師の開基鎮守	日本三大稲荷候補	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-274	竹駒神社	たけこまじんじゃ	-	竹駒稲荷	宮城県	岩沼市稲荷町	-	DEI-032	-	-	-	県社	承和9年(842)	小野篁による勧請	東北三大稲荷	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-275	草戸稲荷神社	くさどいなりじんじゃ	-	-	広島県	福山市草戸町	-	DEI-032	-	-	-	県社	大同2年(807)	明王院鎮守	中四国稲荷の代表	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-276	源九郎稲荷神社	げんくろういなりじんじゃ	-	-	奈良県	大和郡山市洞泉寺町	-	DEI-032	-	-	-	村社	中世	義経の側臣源九郎伝	義経伝説稲荷	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-277	瓢箪山稲荷神社	ひょうたんやまいなりじんじゃ	-	-	大阪府	東大阪市瓢箪山町	-	DEI-032	-	-	-	村社	天正11年(1583)	豊臣秀吉の勧請伝	日本三大稲荷候補	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-278	玉造稲荷神社	たまつくりいなりじんじゃ	-	-	大阪府	大阪市中央区玉造	-	DEI-032	-	-	-	府社	垂仁天皇治世伝	玉造氏の鎮守	玉造郷総鎮守	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-279	白笹稲荷神社	しらささいなりじんじゃ	-	-	神奈川県	秦野市今泉	-	DEI-032	-	-	-	村社	中世	秦野盆地の稲荷	関東三大稲荷	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-280	装束稲荷神社	しょうぞくいなりじんじゃ	-	-	東京都	北区王子	-	DEI-032	-	-	-	村社	中世	王子稲荷の摂社	王子狐の行列	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-281	王子稲荷神社	おうじいなりじんじゃ	-	-	東京都	北区岸町	-	DEI-032	-	-	-	村社	天慶年間	王子の鎮守	東国稲荷の主柱	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-282	烏森稲荷神社	からすもりいなりじんじゃ	-	-	東京都	港区新橋	-	DEI-032	-	-	-	村社	天慶3年(940)	藤原秀郷の勧請	新橋の鎮守	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-283	高山稲荷神社	たかやまいなりじんじゃ	-	-	青森県	つがる市	-	DEI-032	-	-	-	村社	中世	津軽稲荷	青森稲荷の代表	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-284	志和稲荷神社	しわいなりじんじゃ	-	-	岩手県	紫波郡紫波町	-	DEI-032	-	-	-	県社	天喜5年(1057)	源頼義の勧請	東北稲荷の代表	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-289	熱田稲荷	あつたいなり	-	熱田神宮摂社	愛知県	名古屋市熱田区	-	DEI-032	-	-	-	-	中世	熱田神宮境内稲荷	熱田摂社	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-305	土佐稲荷神社(高知)	とさいなり	-	-	高知県	高知市	-	DEI-032	-	-	-	村社	中世	土佐稲荷	土佐稲荷	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-316	綱敷天満宮稲荷	つなしきいなり	-	-	兵庫県	神戸市	-	DEI-032	-	-	-	-	中世	綱敷天満宮鎮守	綱敷稲荷	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-319	北野天満宮	きたのてんまんぐう	-	天神総本社|北野天神	京都府	京都市上京区馬喰町	35.0314,135.735	DEI-501	DEI-502	-	二十二社(下八社)	官幣中社|別表神社	天暦元年(947)	多治比文子・近江比良の託宣	全国天満宮総本社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-320	大宰府天満宮	だざいふてんまんぐう	-	安楽寺天満宮	福岡県	太宰府市宰府	33.5208,130.535	DEI-501	DEI-184	-	-	官幣小社|別表神社	延喜19年(919)	菅公薨去地に廟	天神総本社双璧	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-321	防府天満宮	ほうふてんまんぐう	-	松崎天満宮	山口県	防府市松崎町	34.0517,131.5664	DEI-501	-	-	-	県社|別表神社	延喜4年(904)	菅公の遺徳を弔う	日本最初の天満宮(自称)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-322	湯島天満宮	ゆしまてんまんぐう	-	湯島天神	東京都	東京都文京区湯島3-30-1	35.7072,139.7681	DEI-501	-	-	-	府社|別表神社	雄略天皇治世伝	天神勧請は南北朝期	江戸天神の主柱	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-323	亀戸天神社	かめいどてんじんしゃ	-	東宰府天満宮	東京都	東京都江東区亀戸3-6-1	35.6997,139.8228	DEI-501	-	-	-	府社|別表神社	寛文2年(1662)	大宰府天満宮から勧請	亀戸太鼓橋	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-324	谷保天満宮	やぼてんまんぐう	-	やほてんまんぐう	東京都	国立市谷保	-	DEI-501	-	-	-	府社	延喜3年(903)	菅公の三男道武の勧請伝	東日本最古天満宮(自称)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-325	平河天満宮	ひらかわてんまんぐう	-	-	東京都	千代田区平河町	-	DEI-501	-	-	-	村社	文明10年(1478)	太田道灌が江戸城内に勧請	江戸城内天満宮	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-326	錦天満宮	にしきてんまんぐう	-	-	京都府	京都市中京区新京極	-	DEI-501	-	-	-	村社	長保5年(1003)	菅原是善邸跡	京都繁華街天神	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-327	水火天満宮	すいかてんまんぐう	-	-	京都府	京都市上京区	-	DEI-501	-	-	-	村社	延長元年(923)	菅公廟堂建立	水難火難除天神	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-328	吉祥院天満宮	きっしょういんてんまんぐう	-	-	京都府	京都市南区吉祥院	-	DEI-501	-	-	-	府社	承平4年(934)	菅原氏邸宅跡(菅公生誕地伝)	菅公生誕地	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-329	文子天満宮	あやこてんまんぐう	-	-	京都府	京都市下京区	-	DEI-501	-	-	-	村社	天慶5年(942)	多治比文子の託宣地	北野天満宮の前史	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-330	綱敷天満宮(神戸)	つなしきてんまんぐう	-	-	兵庫県	神戸市須磨区	-	DEI-501	-	-	-	村社	正暦2年(991)	菅公が漁網を敷いて休息	綱敷伝承	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-331	綱敷天満宮(博多)	つなしきてんまんぐう	-	-	福岡県	福岡市博多区	-	DEI-501	-	-	-	村社	中世	博多綱敷伝	博多綱敷	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-332	水鏡天満宮	すいきょうてんまんぐう	-	-	福岡県	福岡市中央区天神	-	DEI-501	-	-	-	村社	延喜元年(901)	菅公が水鏡で姿を映す	天神(地名)由来	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-333	住吉神社内天満宮	すみよしてんまんぐう	-	-	大阪府	大阪市住吉区	-	DEI-501	-	-	-	-	中世	住吉境内天満宮	住吉天満	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-334	大阪天満宮	おおさかてんまんぐう	-	天満天神	大阪府	大阪市北区天神橋	34.6961,135.5125	DEI-501	-	-	-	府社|別表神社	天暦3年(949)	村上天皇の勅願	天神祭	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-335	道明寺天満宮	どうみょうじてんまんぐう	-	-	大阪府	藤井寺市道明寺	-	DEI-501	-	-	-	府社	天暦2年(948)	菅公の伯母覚寿尼ゆかり	道明寺天満	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-337	北野天満宮(尼崎)	きたのてんまんぐう	-	尼崎北野	兵庫県	尼崎市北御園町	-	DEI-501	-	-	-	村社	中世	尼崎の天神	尼崎天満	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-340	和歌浦天満宮	わかうらてんまんぐう	-	-	和歌山県	和歌山市和歌浦	-	DEI-501	-	-	-	県社	中世	紀伊紀之川河口	和歌浦の天神	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-348	善光寺天神	ぜんこうじてんじん	-	-	長野県	長野市	-	DEI-501	-	-	-	-	中世	善光寺鎮守天神	善光寺天神	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-361	鎌倉天満宮	かまくらてんまんぐう	-	荏柄天神社	神奈川県	鎌倉市二階堂	-	DEI-501	-	-	-	村社	長治元年(1104)	鎌倉幕府期勧請	日本三大天神(称)	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-367	石上神宮天満	いそのかみてんまん	-	-	奈良県	天理市布留町	-	DEI-501	-	-	-	-	中世	石上神宮境内天満	石上天満	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-369	諏訪大社上社本宮	すわたいしゃかみしゃほんみや	-	諏訪本社	長野県	諏訪市中洲宮山	35.9986,138.1192	DEI-010|DEI-029	-	-	名神大社|信濃一宮	官幣大社|別表神社	古代	建御名方神鎮座伝	諏訪 4 宮の中軸	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-370	諏訪大社上社前宮	すわたいしゃかみしゃまえみや	-	御射山	長野県	茅野市宮川	35.9931,138.1361	DEI-010|DEI-029	-	-	名神大社	官幣大社	古代	ミシャグジ祭祀の中心	守矢家祭祀地	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-371	諏訪大社下社春宮	すわたいしゃしもしゃはるみや	-	-	長野県	諏訪郡下諏訪町	36.0792,138.0828	DEI-010|DEI-029	-	-	名神大社	官幣大社	古代	八坂刀売神鎮座伝	下社遷座(春)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-372	諏訪大社下社秋宮	すわたいしゃしもしゃあきみや	-	-	長野県	諏訪郡下諏訪町	36.0742,138.0908	DEI-010|DEI-029	-	-	名神大社	官幣大社	古代	八坂刀売神鎮座伝	下社遷座(秋)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-373	守矢神社	もりやじんじゃ	-	守矢家本社	長野県	茅野市	-	DEI-010|DEI-029	-	-	-	村社	縄文〜古代	ミシャグジ祭祀(L3 縄文残存)	守矢家文書、縄文残存仮説の核	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-374	八剱神社(諏訪)	やつるぎじんじゃ	-	-	長野県	諏訪市小和田	-	DEI-010|DEI-029	-	-	-	村社	中世	諏訪御渡神事の社	御神渡神事	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-382	武田八幡諏訪相殿	たけだすわ	-	-	山梨県	韮崎市	-	DEI-181|DEI-010|DEI-029	-	-	-	-	中世	甲斐諏訪	甲斐諏訪相殿	verified	existence	2026-05-25T00:00:00	claude	auto-init: 著名社保護リスト						
SHR-383	諏訪神社(関東)	すわじんじゃ	-	立川諏訪	東京都	立川市柴崎町	-	DEI-010|DEI-029	-	-	-	村社	弘仁2年(811)	嵯峨天皇勅願	武蔵諏訪の代表	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-384	武蔵越生諏訪神社	おごせすわじんじゃ	-	-	埼玉県	入間郡越生町	-	DEI-010|DEI-029	-	-	-	村社	中世	武蔵諏訪	武蔵越生諏訪	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-389	新潟諏訪神社	にいがたすわじんじゃ	-	-	新潟県	新潟市	-	DEI-010|DEI-029	-	-	-	県社	弘仁2年(811)	越後守護による勧請	越後諏訪	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-393	諏訪大社神宮寺諏訪	じんぐうじすわ	-	-	長野県	諏訪市	-	DEI-010|DEI-029	-	-	-	-	中世	諏訪大社別当寺鎮守	諏訪神宮寺	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-416	諏訪神社(長崎)	すわじんじゃ	-	鎮西大社	長崎県	長崎市上西山町	32.7503,129.8789	DEI-010|DEI-029	-	-	-	県社|別表神社	弘治元年(1555)	長崎奉行所鎮守	長崎おくんち	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-419	白山比咩神社	しらやまひめじんじゃ	-	白山総本社	石川県	白山市三宮町	36.4906,136.6131	DEI-195	-	-	名神大社|加賀一宮	国幣中社|別表神社	崇神天皇治世伝	白山開祖泰澄大師による勧請	全国白山系総本社・2700+ 社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-420	白山中宮	はくさんちゅうぐう	-	-	岐阜県	郡上市白鳥町	-	DEI-195	-	-	-	県社	養老元年(717)	泰澄の白山開創	美濃馬場	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-421	白山平泉寺	へいせんじはくさんじ	-	-	福井県	勝山市平泉寺町	-	DEI-195	-	-	-	別格官幣社	養老元年(717)	泰澄の越前馬場開創	越前馬場	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-422	白山中居神社	はくさんなかいじんじゃ	-	-	岐阜県	郡上市白鳥町	-	DEI-195	-	-	-	県社	養老元年(717)	美濃馬場の中宮	美濃中居	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-424	白山神社(東京)	しらやまじんじゃ	-	-	東京都	文京区白山	-	DEI-195	-	-	-	府社	天暦2年(948)	加賀から勧請	東京白山(地名由来)	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-447	越後白山神社	えちごしらやまじんじゃ	-	白山媛神社	新潟県	長岡市	-	DEI-195	-	-	-	県社	和銅2年(709)	白山泰澄の越後布教	越後白山	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-449	富士山本宮浅間大社	ふじさんほんぐうせんげんたいしゃ	-	浅間総本社	静岡県	静岡県富士宮市宮町1番1号	35.2275,138.6097	DEI-083	DEI-064|DEI-088	-	名神大社|駿河一宮	官幣大社|別表神社	垂仁天皇3年伝	木花咲耶姫鎮座伝	全国浅間総本社	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-450	北口本宮冨士浅間神社	きたぐちほんぐうふじせんげんじんじゃ	-	-	山梨県	富士吉田市	35.4928,138.7931	DEI-083	-	-	-	県社|別表神社	景行天皇40年伝	日本武尊が大塔に祀る伝	富士登拝吉田口	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-452	富士山須走浅間神社	すばしりせんげんじんじゃ	-	-	静岡県	駿東郡小山町	-	DEI-083	-	-	-	県社	大同2年(807)	坂上田村麻呂が再建	富士登拝須走口	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-453	富士御室浅間神社	ふじおむろせんげんじんじゃ	-	-	山梨県	南都留郡富士河口湖町	-	DEI-083	-	-	-	県社	天平宝字8年(764)	富士山頂への遥拝所	富士山中最古の社伝	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-454	浅間神社(甲府)	あさまじんじゃ	-	甲斐一宮	山梨県	笛吹市一宮町	35.6586,138.6939	DEI-083	-	-	名神大社|甲斐一宮	県社	貞観7年(865)	貞観大噴火後の鎮魂	甲斐一宮	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-455	吉原浅間神社	よしわらせんげんじんじゃ	-	-	静岡県	富士市吉原	-	DEI-083	-	-	-	県社	中世	富士郡鎮守	富士郡浅間	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-459	駒込富士神社	こまごめふじじんじゃ	-	-	東京都	文京区本駒込	-	DEI-083	-	-	-	村社	天正元年(1573)	駒込富士塚	富士講中心	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-460	江戸鉄砲洲富士浅間	てっぽうずせんげん	-	-	東京都	中央区	-	DEI-083	-	-	-	-	近世	鉄砲洲富士塚	富士講	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-461	江古田浅間神社	えこだせんげんじんじゃ	-	-	東京都	練馬区	-	DEI-083	-	-	-	村社	天文年間	江古田富士塚	富士講	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-479	出羽神社(羽黒山)	いではじんじゃ	羽黒山神社|羽黒大権現	出羽三山|羽黒山|三神合祭殿	山形県	鶴岡市羽黒町手向手向7	38.705,139.9772	DEI-202|DEI-203|DEI-204	-	-	式内社|羽前一宮	国幣小社|別表神社	推古天皇治世伝	崇峻天皇元年(593)に蜂子皇子(能除太子)が羽黒山に登り伊氐波神を祀ったのが起源と伝わる。出羽三山修験道の中心。	出羽三山(羽黒山・月山・湯殿山)の中心社で、羽黒山頂の三神合祭殿に三山三神を合祀する(冬季月山・湯殿山参拝困難のため)。修験道の聖地・国宝五重塔(羽黒山五重塔)。祭神=月山権現+羽黒権現+湯殿権現の三神合祭(伊氐波神は未マスター化)。	verified	existence	2026-05-25T00:00:00	claude	神社庁データ重複解消(SHR-1172と統合)・詳細補強	approximate	manual	2026-05-29T00:00:00	textual		
SHR-480	月山神社	がっさんじんじゃ	-	-	山形県	東田川郡庄内町	38.5492,140.0267	DEI-202|DEI-203|DEI-204	-	-	名神大社	官幣大社|別表神社	崇峻天皇治世伝	蜂子皇子による開山	出羽三山主峰	verified	existence	2026-05-25T00:00:00	claude	auto-init: 古代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-481	湯殿山神社	ゆどのさんじんじゃ	-	湯殿山本宮	山形県	鶴岡市田麦俣	38.5331,140.0044	DEI-202|DEI-203|DEI-204	-	-	-	国幣小社|別表神社	推古天皇治世伝	蜂子皇子の開山	出羽三山奥宮	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持	approximate	manual	2026-05-28T00:00:00	textual		
SHR-482	注連寺	ちゅうれんじ	-	湯殿山真言宗	山形県	鶴岡市	-	DEI-202|DEI-203|DEI-204	-	-	-	-	天長10年(833)	空海弟子真然開山	湯殿山修験	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-483	大日坊	だいにちぼう	-	湯殿山真言宗	山形県	鶴岡市大網	-	DEI-202|DEI-203|DEI-204	-	-	-	-	大同2年(807)	空海開創	湯殿山修験	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-484	羽黒山三所	はぐろさんさんしょ	-	-	山形県	鶴岡市	-	DEI-202|DEI-203|DEI-204	-	-	-	-	古代	羽黒山中腹	三所大権現	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-485	羽黒山五重塔	はぐろごじゅうのとう	-	-	山形県	鶴岡市	-	DEI-202|DEI-203|DEI-204	-	-	-	国宝	平安末期	羽黒山中の塔	国宝五重塔	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-486	月山神社中之宮	がっさんなかのみや	-	御田原神社	山形県	東田川郡	-	DEI-202|DEI-203|DEI-204	-	-	-	-	中世	月山中腹の遥拝所	月山遥拝	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-487	湯殿山中之宮	ゆどのなかのみや	-	-	山形県	鶴岡市	-	DEI-202|DEI-203|DEI-204	-	-	-	-	中世	湯殿山中の宮	湯殿中宮	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-488	出羽三山神社飯豊	いいでさんしゃ	-	-	山形県	西置賜郡	-	DEI-202|DEI-203|DEI-204	-	-	-	-	中世	飯豊山も含む	飯豊山修験	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-489	飯豊山神社	いいでさんじんじゃ	-	-	福島県	喜多方市	-	DEI-202|DEI-203|DEI-204	-	-	-	県社	天平勝宝年間	蜂子皇子と並ぶ	飯豊山修験	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-490	早池峰神社	はやちねじんじゃ	-	-	岩手県	花巻市	-	DEI-202|DEI-203|DEI-204	-	-	-	県社	大同2年(807)	坂上田村麻呂による勧請	早池峰修験	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
SHR-491	姫神山神社	ひめかみやまじんじゃ	-	-	岩手県	盛岡市	-	DEI-202|DEI-203|DEI-204	DEI-211	-	-	村社	中世	姫神山修験	姫神修験	under_review	existence	2026-05-25T00:00:00	claude	auto-init: 初期値						
SHR-492	岩手山神社	いわてさんじんじゃ	-	-	岩手県	岩手郡雫石町	-	DEI-202|DEI-203|DEI-204	-	-	-	県社	中世	岩手山修験	岩手山修験	verified	existence	2026-05-25T00:00:00	claude	auto-init: 近代社格保持						
