master_id	canonical_name	prefecture	address	current_coordinates	current_accuracy	rank_ancient	rank_modern	status
SHR-481	湯殿山神社	山形県	鶴岡市田麦俣	38.5331,140.0044	approximate	-	国幣小社|別表神社	VERIFY(approximate)
SHR-482	注連寺	山形県	鶴岡市		-	-	-	NEEDED
SHR-483	大日坊	山形県	鶴岡市大網		-	-	-	NEEDED
SHR-484	羽黒山三所	山形県	鶴岡市		-	-	-	NEEDED
SHR-485	羽黒山五重塔	山形県	鶴岡市		-	-	国宝	NEEDED
SHR-486	月山神社中之宮	山形県	東田川郡		-	-	-	NEEDED
SHR-487	湯殿山中之宮	山形県	鶴岡市		-	-	-	NEEDED
SHR-488	出羽三山神社飯豊	山形県	西置賜郡		-	-	-	NEEDED
SHR-489	飯豊山神社	福島県	喜多方市		-	-	県社	NEEDED
SHR-490	早池峰神社	岩手県	花巻市		-	-	県社	NEEDED
SHR-491	姫神山神社	岩手県	盛岡市		-	-	村社	NEEDED
SHR-492	岩手山神社	岩手県	岩手郡雫石町		-	-	県社	NEEDED
SHR-493	鳥海山大物忌神社	山形県	飽海郡遊佐町	39.0917,139.9097	approximate	名神大社|出羽一宮	国幣中社	VERIFY(approximate)
SHR-494	鳥海山中之宮	秋田県	由利本荘市		-	-	-	NEEDED
SHR-495	八峰白瀑神社	秋田県	山本郡八峰町		-	-	村社	NEEDED
SHR-496	田沢湖辰子姫神社	秋田県	仙北市		-	-	-	NEEDED
SHR-497	男鹿真山神社	秋田県	男鹿市		-	-	県社	NEEDED
SHR-498	男鹿本山神社	秋田県	男鹿市		-	-	村社	NEEDED
SHR-499	羽黒山秋葉神社	山形県	鶴岡市		-	-	-	NEEDED
SHR-500	出羽国分寺八幡	山形県	山形市		-	-	村社	NEEDED
SHR-501	出羽神社境内羽黒月山湯殿三神社	山形県	鶴岡市		-	-	-	NEEDED
SHR-502	吹浦口大物忌	山形県	飽海郡		-	-	-	NEEDED
SHR-503	蕨岡口大物忌	山形県	飽海郡		-	-	-	NEEDED
SHR-504	矢島口大物忌	秋田県	由利本荘市		-	-	-	NEEDED
SHR-505	百宅口大物忌	秋田県	由利本荘市		-	-	-	NEEDED
SHR-506	月山八合目神社	山形県	東田川郡		-	-	-	NEEDED
SHR-507	羽黒八合目神社	山形県	鶴岡市		-	-	-	NEEDED
SHR-508	湯殿山五合目神社	山形県	鶴岡市		-	-	-	NEEDED
SHR-509	金峯山寺蔵王堂	奈良県	吉野郡吉野町		-	-	別格官幣社	NEEDED
SHR-510	吉野水分神社	奈良県	吉野郡吉野町	34.3597,135.8742	approximate	名神大社	県社	VERIFY(approximate)
SHR-511	吉野金峯神社	奈良県	吉野郡吉野町		-	-	県社	NEEDED
SHR-512	大峰山寺	奈良県	吉野郡天川村		-	-	-	NEEDED
SHR-513	天河大弁財天社	奈良県	吉野郡天川村坪内		-	-	県社	NEEDED
SHR-514	十津川玉置神社	奈良県	吉野郡十津川村		-	-	県社	NEEDED
SHR-515	勝尾寺	大阪府	箕面市		-	-	-	NEEDED
SHR-516	雄山神社	富山県	中新川郡立山町	36.5719,137.3144	approximate	式内社|越中一宮	国幣小社|別表神社	VERIFY(approximate)
SHR-517	戸隠神社奥社	長野県	長野市戸隠	36.7611,138.0803	approximate	式内社	国幣小社|別表神社	VERIFY(approximate)
SHR-518	戸隠神社中社	長野県	長野市戸隠		-	-	国幣小社	NEEDED
SHR-519	戸隠神社宝光社	長野県	長野市戸隠		-	-	国幣小社	NEEDED
SHR-520	大山祇神社境外社	愛媛県	今治市大三島町		-	-	-	NEEDED
SHR-521	阿夫利神社	神奈川県	伊勢原市大山	35.4319,139.2475	approximate	式内社	国幣小社|別表神社	VERIFY(approximate)
SHR-522	大山祇神社(東京)	東京都	あきる野市		-	-	村社	NEEDED
SHR-523	十二神社大山祇	群馬県	渋川市		-	-	村社	NEEDED
SHR-524	日吉大社	滋賀県	大津市坂本	35.0703,135.8631	approximate	二十二社	官幣大社|別表神社	VERIFY(approximate)
SHR-525	松尾大社	京都府	京都市西京区嵐山	35.0011,135.685	approximate	二十二社|名神大社	官幣大社|別表神社	VERIFY(approximate)
SHR-526	赤山禅院	京都府	京都市左京区修学院		-	-	-	NEEDED
SHR-527	延暦寺横川中堂	滋賀県	大津市		-	-	国宝(別物)	NEEDED
SHR-528	延暦寺日吉社	滋賀県	大津市		-	-	-	NEEDED
SHR-529	愛宕神社(京)	京都府	京都市右京区嵯峨愛宕町	35.0633,135.6308	approximate	-	府社|別表神社	VERIFY(approximate)
SHR-530	愛宕神社(東京)	東京都	港区愛宕		-	-	村社	NEEDED
SHR-531	武蔵愛宕神社	埼玉県	深谷市		-	-	村社	NEEDED
SHR-532	信州愛宕神社	長野県	上田市		-	-	村社	NEEDED
SHR-533	秋葉山本宮秋葉神社	静岡県	浜松市天竜区春野町	34.9269,137.8589	approximate	-	県社|別表神社	VERIFY(approximate)
SHR-534	秋葉神社(東京)	東京都	台東区松が谷		-	-	村社	NEEDED
SHR-535	秋葉原秋葉神社	東京都	千代田区神田		-	-	-	NEEDED
SHR-536	信州秋葉神社	長野県	佐久市		-	-	村社	NEEDED
SHR-537	英彦山神宮	福岡県	田川郡添田町	33.48,130.9067	approximate	-	官幣中社|別表神社	VERIFY(approximate)
SHR-538	国東六郷満山	大分県	国東市		-	-	-	NEEDED
SHR-539	両子寺	大分県	国東市		-	-	-	NEEDED
SHR-540	熊野座神社(英彦山)	福岡県	田川郡		-	-	-	NEEDED
SHR-541	求菩提山	福岡県	豊前市		-	-	-	NEEDED
SHR-542	阿蘇国造神社	熊本県	阿蘇市		-	式内社	県社	NEEDED
SHR-543	阿蘇神社摂社	熊本県	阿蘇市		-	-	-	NEEDED
SHR-544	霧島神宮	鹿児島県	霧島市霧島田口	31.8581,130.8717	approximate	-	官幣大社|別表神社	VERIFY(approximate)
SHR-545	霧島東神社	宮崎県	西諸県郡高原町		-	-	県社	NEEDED
SHR-546	狭野神社	宮崎県	西諸県郡高原町		-	式内社	県社	NEEDED
SHR-547	夷守神社	宮崎県	小林市		-	式内社	県社	NEEDED
SHR-548	剣山本宮宝蔵石神社	徳島県	三好市東祖谷		-	-	-	NEEDED
SHR-549	石鎚神社	愛媛県	西条市西田甲	33.8189,133.1314	approximate	式内社	県社|別表神社	VERIFY(approximate)
SHR-550	石鎚神社中宮成就社	愛媛県	西条市小松町		-	-	-	NEEDED
SHR-551	石鎚神社土小屋遥拝殿	愛媛県	上浮穴郡久万高原町		-	-	-	NEEDED
SHR-552	湯殿山注連寺別当	山形県	鶴岡市		-	-	-	NEEDED
SHR-553	羽黒山荒澤寺	山形県	鶴岡市羽黒町		-	-	-	NEEDED
SHR-554	富士山経ヶ岳	山梨県	富士山		-	-	-	NEEDED
SHR-556	立山雄山頂上社	富山県	中新川郡		-	-	-	NEEDED
SHR-557	立山中宮祈願殿	富山県	中新川郡		-	-	-	NEEDED
SHR-558	立山護命大権現	富山県	中新川郡		-	-	-	NEEDED
SHR-559	三輪山禁足地	奈良県	桜井市		-	-	-	NEEDED
SHR-560	石上山神宮寺	奈良県	天理市		-	-	-	NEEDED
SHR-561	葛城山一言主神社	奈良県	御所市森脇	34.4506,135.7333	approximate	式内社|名神大社	県社	VERIFY(approximate)
SHR-562	葛城金剛山転法輪寺	奈良県	御所市		-	-	-	NEEDED
SHR-563	羊蹄山神社	北海道	虻田郡倶知安町		-	-	村社	NEEDED
SHR-564	十和田神社	青森県	十和田市奥瀬		-	-	県社	NEEDED
SHR-565	男鹿真山赤神社	秋田県	男鹿市		-	-	村社	NEEDED
SHR-566	大神神社摂社三輪	奈良県	桜井市		-	-	-	NEEDED
SHR-567	大山祇神社境内社	愛媛県	今治市		-	-	-	NEEDED
SHR-568	妙法山阿弥陀寺	和歌山県	東牟婁郡那智勝浦町		-	-	-	NEEDED
SHR-569	弥彦神社	新潟県	西蒲原郡弥彦村弥彦	37.7067,138.8283	approximate	名神大社	国幣中社|別表神社	VERIFY(approximate)
SHR-570	気多大社	石川県	羽咋市寺家町	36.9456,136.7783	approximate	名神大社	国幣大社|別表神社	VERIFY(approximate)
SHR-571	気比神宮	福井県	敦賀市曙町	35.6556,136.07	approximate	名神大社	官幣大社|別表神社	VERIFY(approximate)
SHR-572	劔神社	福井県	丹生郡越前町織田	35.9628,136.135	approximate	名神大社	国幣小社	VERIFY(approximate)
SHR-573	高瀬神社	富山県	南砺市高瀬	36.5469,136.9183	approximate	名神大社	国幣小社|別表神社	VERIFY(approximate)
SHR-574	国懸神宮	和歌山県	和歌山市秋月	34.2392,135.1722	approximate	名神大社	官幣大社|別表神社	VERIFY(approximate)
SHR-575	都都古別神社(馬場)	福島県	東白川郡棚倉町	37.0306,140.3792	approximate	名神大社	国幣中社	VERIFY(approximate)
SHR-576	都都古別神社(八槻)	福島県	東白川郡棚倉町	36.98,140.42	approximate	名神大社	国幣中社	VERIFY(approximate)
SHR-577	由良比女神社	島根県	隠岐郡西ノ島町	36.097,132.969	approximate	名神大社	国幣小社	VERIFY(approximate)
SHR-578	中山神社	岡山県	津山市一宮	35.087,133.997	approximate	名神大社	国幣中社	VERIFY(approximate)
SHR-579	吉備津彦神社	岡山県	岡山市北区一宮	34.6683,133.8569	approximate	-	国幣小社|別表神社	VERIFY(approximate)
SHR-581	素盞嗚神社(備後)	広島県	福山市新市町	34.55,133.27	approximate	名神大社	県社	VERIFY(approximate)
SHR-583	由加神社本宮	岡山県	倉敷市児島由加		-	-	県社	NEEDED
SHR-584	徳佐八幡宮	山口県	山口市阿東徳佐		-	-	村社	NEEDED
SHR-585	仲山金毘羅宮	香川県	丸亀市本島町		-	-	村社	NEEDED
SHR-586	天石門別神社	岡山県	美作市	34.98,134.2	approximate	名神大社	県社	VERIFY(approximate)
SHR-588	舞鶴大原神社	京都府	舞鶴市河辺由里		-	-	府社	NEEDED
SHR-589	金鑚神社	埼玉県	児玉郡神川町	36.1561,139.0972	approximate	名神大社	官幣中社	VERIFY(approximate)
SHR-590	小野神社(武蔵)	東京都	多摩市一ノ宮		-	式内社	県社	NEEDED
SHR-591	川匂神社	神奈川県	中郡二宮町		-	式内社	村社	NEEDED
SHR-592	豊積神社	静岡県	静岡市清水区		-	式内社	村社	NEEDED
SHR-593	二宮神社(尾張)	愛知県	愛知郡東郷町		-	-	村社	NEEDED
SHR-594	田縣神社	愛知県	小牧市田県町		-	-	村社	NEEDED
SHR-595	石津神社	大阪府	堺市西区石津町		-	式内社	府社	NEEDED
SHR-596	酒解神社	京都府	乙訓郡大山崎町	34.9028,135.6783	approximate	名神大社	府社	VERIFY(approximate)
SHR-597	竹大与杼神社	京都府	京都市伏見区		-	式内社	村社	NEEDED
SHR-598	浄見原神社	奈良県	吉野郡吉野町		-	式内社	村社	NEEDED
SHR-599	大県神社	愛知県	犬山市		-	式内社	県社	NEEDED
SHR-600	加佐美神社	岐阜県	各務原市		-	式内社	村社	NEEDED
SHR-601	六所神社(伊豆)	静岡県	三島市		-	-	村社	NEEDED
SHR-602	二宮神社(備中)	岡山県	倉敷市		-	-	村社	NEEDED
SHR-603	二宮神社(豊前)	福岡県	京都郡苅田町		-	-	村社	NEEDED
SHR-604	大國魂神社	東京都	府中市宮町	35.6692,139.4806	approximate	-	官幣小社|別表神社	VERIFY(approximate)
SHR-605	上野国総社神社	群馬県	前橋市元総社町		-	-	県社	NEEDED
SHR-606	下野国総社神社	栃木県	栃木市惣社町		-	-	村社	NEEDED
SHR-607	常陸国総社宮	茨城県	石岡市総社		-	-	県社	NEEDED
SHR-608	駿河国総社浅間神社	静岡県	静岡市葵区	34.9789,138.3744	approximate	-	国幣小社|別表神社	VERIFY(approximate)
SHR-609	信濃国総社城	長野県	松本市		-	-	村社	NEEDED
SHR-610	越後国総社	新潟県	上越市		-	-	村社	NEEDED
SHR-611	加賀国総社	石川県	金沢市本多町		-	-	村社	NEEDED
SHR-612	越中国総社	富山県	高岡市古城	36.7497,137.018	approximate	名神大社	県社	VERIFY(approximate)
SHR-613	越前国総社	福井県	越前市京町		-	-	村社	NEEDED
SHR-614	近江国総社	滋賀県	大津市		-	-	村社	NEEDED
SHR-615	丹波国総社	京都府	亀岡市		-	-	村社	NEEDED
SHR-616	但馬国総社	兵庫県	豊岡市日高町	35.45,134.76	approximate	名神大社	県社	VERIFY(approximate)
SHR-617	因幡国総社	鳥取県	鳥取市		-	-	-	NEEDED
SHR-618	美作国総社	岡山県	津山市		-	-	村社	NEEDED
SHR-619	備中国総社宮	岡山県	総社市総社		-	-	県社	NEEDED
SHR-620	備後国総社	広島県	府中市		-	-	村社	NEEDED
SHR-621	安芸国総社	広島県	府中町		-	-	村社	NEEDED
SHR-622	周防国総社	山口県	防府市		-	-	村社	NEEDED
SHR-623	阿波国総社	徳島県	徳島市		-	-	村社	NEEDED
SHR-624	讃岐国総社	香川県	坂出市		-	-	村社	NEEDED
SHR-625	伊予国総社	愛媛県	今治市		-	-	村社	NEEDED
SHR-626	土佐国総社	高知県	南国市		-	-	村社	NEEDED
SHR-627	肥前国総社	佐賀県	佐賀市大和町		-	-	村社	NEEDED
SHR-628	日向国総社	宮崎県	西都市		-	-	村社	NEEDED
SHR-629	明治神宮	東京都	渋谷区代々木神園町	35.6764,139.6993	approximate	-	官幣大社|別表神社	VERIFY(approximate)
SHR-630	平安神宮	京都府	京都市左京区岡崎	35.0161,135.7822	approximate	-	官幣大社|別表神社	VERIFY(approximate)
SHR-631	橿原神宮	奈良県	橿原市久米町	34.4883,135.7872	approximate	-	官幣大社|別表神社	VERIFY(approximate)
SHR-632	北海道神宮	北海道	札幌市中央区宮ヶ丘	43.0539,141.3072	approximate	-	官幣大社|別表神社	VERIFY(approximate)
SHR-633	護国神社(東京)	東京都	千代田区九段北	35.6939,139.7436	approximate	-	別格官幣社|別表神社	VERIFY(approximate)
SHR-634	湊川神社	兵庫県	神戸市中央区	34.6831,135.1781	approximate	-	別格官幣社|別表神社	VERIFY(approximate)
SHR-635	阿部野神社	大阪府	大阪市阿倍野区	34.6356,135.5072	approximate	-	別格官幣社|別表神社	VERIFY(approximate)
SHR-636	結城神社	三重県	津市藤方		-	-	別格官幣社	NEEDED
SHR-637	名和神社	鳥取県	西伯郡大山町		-	-	別格官幣社	NEEDED
SHR-638	菊池神社	熊本県	菊池市隈府	32.9803,130.8125	approximate	-	別格官幣社|別表神社	VERIFY(approximate)
SHR-639	藤島神社	福井県	福井市毛矢		-	-	別格官幣社	NEEDED
SHR-640	北畠神社	三重県	津市美杉町		-	-	別格官幣社	NEEDED
SHR-641	井伊谷宮	静岡県	浜松市北区		-	-	官幣中社	NEEDED
SHR-642	八代宮	熊本県	八代市		-	-	官幣中社	NEEDED
SHR-643	吉野神宮	奈良県	吉野郡吉野町	34.37,135.8597	approximate	-	官幣大社|別表神社	VERIFY(approximate)
SHR-644	水無瀬神宮	大阪府	三島郡島本町	34.8853,135.6708	approximate	-	官幣大社|別表神社	VERIFY(approximate)
SHR-645	白峯神宮	京都府	京都市上京区		-	-	官幣大社	NEEDED
SHR-646	赤間神宮	山口県	下関市阿弥陀寺町	33.9586,130.9447	approximate	-	官幣大社|別表神社	VERIFY(approximate)
SHR-647	近江神宮	滋賀県	大津市神宮町	35.0411,135.8519	approximate	-	官幣大社|別表神社	VERIFY(approximate)
SHR-648	熱田神宮	愛知県	名古屋市熱田区	35.1281,136.9078	approximate	名神大社|尾張三宮	官幣大社|別表神社	VERIFY(approximate)
SHR-649	石清水八幡宮	京都府	八幡市八幡	34.8794,135.6997	approximate	二十二社|名神大社	官幣大社|別表神社	VERIFY(approximate)
SHR-650	鎌倉宮	神奈川県	鎌倉市二階堂	35.3267,139.5594	approximate	-	官幣中社|別表神社	VERIFY(approximate)
SHR-651	伊雑宮	三重県	志摩市磯部町	34.3597,136.83	approximate	名神大社	-	VERIFY(approximate)
SHR-652	瀧原宮	三重県	度会郡大紀町	34.345,136.42	approximate	名神大社	-	VERIFY(approximate)
SHR-653	月夜見宮	三重県	伊勢市	34.4903,136.7058	approximate	名神大社	-	VERIFY(approximate)
SHR-654	月読宮	三重県	伊勢市中村町	34.4628,136.71	approximate	名神大社	-	VERIFY(approximate)
SHR-655	倭姫宮	三重県	伊勢市楠部町		-	-	-	NEEDED
SHR-656	護王神社	京都府	京都市上京区桜鶴円町	35.0258,135.7544	approximate	-	別格官幣社|別表神社	VERIFY(approximate)
SHR-657	尾山神社	石川県	金沢市尾山町	36.5689,136.6531	approximate	-	別格官幣社|別表神社	VERIFY(approximate)
SHR-658	豊国神社	京都府	京都市東山区	34.9919,135.7717	approximate	-	別格官幣社|別表神社	VERIFY(approximate)
SHR-659	乃木神社	東京都	港区赤坂	35.6694,139.7264	approximate	-	府社|別表神社	VERIFY(approximate)
SHR-660	東郷神社	東京都	渋谷区神宮前		-	-	府社	NEEDED
SHR-661	豊國神社(大阪)	大阪府	大阪市中央区	34.6863,135.5269	approximate	-	府社|別表神社	VERIFY(approximate)
SHR-662	豊國神社(名古屋)	愛知県	名古屋市中村区		-	-	府社	NEEDED
SHR-663	護国神社(靖国別)	全国	都道府県別		-	-	別格官幣社相当	NEEDED
SHR-664	北野天満宮(北海道別宮)	北海道	北見市		-	-	県社	NEEDED
SHR-665	樺太神社	サハリン	豊原市(歴史)		-	-	官幣大社(廃)	NEEDED
SHR-666	朝鮮神宮	ソウル(歴史)	南山(歴史)		-	-	官幣大社(廃)	NEEDED
SHR-667	台湾神宮	台北(歴史)	圓山(歴史)		-	-	官幣大社(廃)	NEEDED
SHR-668	関東神宮	旅順(歴史)	金州城外(歴史)		-	-	官幣大社(廃)	NEEDED
SHR-669	出雲長浜神社	島根県	出雲市西園町		-	式内社	県社	NEEDED
SHR-670	岩木山神社	青森県	弘前市百沢	40.6331,140.3047	approximate	-	国幣小社|別表神社	VERIFY(approximate)
SHR-671	日光二荒山神社	栃木県	日光市山内	36.7587,139.5967	approximate	名神大社	国幣中社|別表神社	VERIFY(approximate)
SHR-672	高鴨神社	奈良県	御所市鴨神	34.4017,135.7331	approximate	名神大社	県社|別表神社	VERIFY(approximate)
SHR-673	龍田大社	奈良県	生駒郡三郷町立野南	34.5947,135.6681	approximate	名神大社	官幣大社|別表神社	VERIFY(approximate)
SHR-674	門客人神社	埼玉県	さいたま市大宮区高鼻町		-	-	-	NEEDED
SHR-675	大峯山金剛峯寺	奈良県	吉野郡天川村		-	-	-	NEEDED
SHR-676	出雲大社神楽殿	島根県	出雲市大社町		-	-	-	NEEDED
SHR-677	素鵞社	島根県	出雲市大社町		-	-	-	NEEDED
SHR-678	北島国造館	島根県	出雲市大社町		-	-	-	NEEDED
SHR-679	伊勢神宮内宮別宮(風日祈宮)	三重県	伊勢市宇治館町	34.4549,136.7256	approximate	名神大社	-	VERIFY(approximate)
SHR-680	伊勢神宮外宮別宮(風宮)	三重県	伊勢市豊川町	34.4878,136.7044	approximate	名神大社	-	VERIFY(approximate)
SHR-681	伊勢神宮外宮別宮(土宮)	三重県	伊勢市豊川町		-	-	-	NEEDED
SHR-682	伊勢神宮外宮別宮(多賀宮)	三重県	伊勢市豊川町	34.4878,136.7044	approximate	名神大社	-	VERIFY(approximate)
SHR-683	熊野速玉大社神倉神社	和歌山県	新宮市神倉		-	-	-	NEEDED
SHR-684	諏訪大社摂社御射山社	長野県	茅野市		-	-	-	NEEDED
SHR-685	春日大社若宮	奈良県	奈良市春日野町		-	-	-	NEEDED
SHR-686	石清水八幡宮高良神社	京都府	八幡市八幡		-	-	-	NEEDED
SHR-687	鶴岡八幡宮丸山稲荷社	神奈川県	鎌倉市雪ノ下		-	-	-	NEEDED
SHR-688	住吉大社境内大海神社	大阪府	大阪市住吉区	34.6128,135.4942	approximate	名神大社	-	VERIFY(approximate)
SHR-689	宗像大社中津宮	福岡県	宗像市大島	33.8983,130.4264	approximate	名神大社	-	VERIFY(approximate)
SHR-690	宗像大社沖津宮	福岡県	宗像市沖ノ島	34.2436,130.1056	approximate	名神大社	-	VERIFY(approximate)
SHR-694	諏訪八幡神社	徳島県	美馬市		-	-	村社	NEEDED
SHR-698	浜松八幡(浜北)	静岡県	浜松市浜北区		-	-	村社	NEEDED
SHR-699	近江八幡神社(野洲)	滋賀県	野洲市		-	-	村社	NEEDED
SHR-705	沖縄波上宮	沖縄県	那覇市若狭	26.2231,127.6669	approximate	-	官幣小社|別表神社	VERIFY(approximate)
SHR-712	末広神社	東京都	中央区日本橋人形町		-	-	村社	NEEDED
SHR-713	関東稲荷大明神	茨城県	水戸市		-	-	-	NEEDED
SHR-717	弘前八幡稲荷相殿	青森県	弘前市		-	-	-	NEEDED
SHR-720	出雲稲荷神社(松江)	島根県	松江市		-	-	村社	NEEDED
SHR-727	摂津天満宮(中央)	大阪府	大阪市中央区		-	-	村社	NEEDED
SHR-733	木曽春日神社	長野県	木曽郡上松町		-	-	村社	NEEDED
SHR-734	出雲春日神社(松江)	島根県	松江市		-	-	村社	NEEDED
SHR-741	阿夫利神社下社	神奈川県	伊勢原市大山		-	-	国幣小社	NEEDED
SHR-742	石鎚神社頂上社	愛媛県	西条市石鎚		-	-	-	NEEDED
SHR-743	剣山頂上社	徳島県	三好市		-	-	-	NEEDED
SHR-744	英彦山頂上社	福岡県	田川郡添田町		-	-	-	NEEDED
SHR-745	妙見山日蓮宗鎮守	兵庫県	川西市		-	-	-	NEEDED
SHR-746	木曽御嶽神社	長野県	木曽郡王滝村	35.8931,137.4803	approximate	-	県社|別表神社	VERIFY(approximate)
SHR-747	八海山神社	新潟県	南魚沼市		-	-	県社	NEEDED
SHR-748	羽黒山祈祷殿	山形県	鶴岡市		-	-	-	NEEDED
SHR-749	月山中の宮葉山神社	山形県	東田川郡		-	-	-	NEEDED
SHR-750	修験道箱根三所権現	神奈川県	足柄下郡箱根町	35.2042,139.0264	approximate	-	国幣小社|別表神社	VERIFY(approximate)
SHR-751	府中六所宮(仙台)	宮城県	仙台市青葉区		-	-	村社	NEEDED
SHR-752	国府宮(尾張)	愛知県	稲沢市国府宮		-	式内社	県社	NEEDED
SHR-753	国府宮(下総)	千葉県	市川市国府台		-	-	村社	NEEDED
SHR-754	武蔵野御嶽神社	東京都	青梅市御岳山	35.7858,139.1517	approximate	-	県社|別表神社	VERIFY(approximate)
SHR-755	筑波山神社	茨城県	つくば市筑波	36.2253,140.1033	approximate	式内社	県社|別表神社	VERIFY(approximate)
SHR-756	赤城神社	群馬県	前橋市三夜沢町		-	式内社	県社	NEEDED
SHR-757	榛名神社	群馬県	高崎市榛名山町	36.4661,138.8581	approximate	式内社	県社|別表神社	VERIFY(approximate)
SHR-758	妙義神社	群馬県	富岡市妙義町		-	-	県社	NEEDED
SHR-759	鵜戸神宮	宮崎県	日南市宮浦	31.6478,131.4703	approximate	式内社	官幣大社|別表神社	VERIFY(approximate)
SHR-760	青島神社	宮崎県	宮崎市青島	31.7997,131.4789	approximate	-	県社|別表神社	VERIFY(approximate)
SHR-761	江田神社	宮崎県	宮崎市阿波岐原町		-	式内社	県社	NEEDED
SHR-762	霧島東神社	宮崎県	西諸県郡高原町		-	-	県社	NEEDED
SHR-763	住吉神社(博多)	福岡県	福岡市博多区住吉	33.5869,130.4119	approximate	名神大社	官幣小社|別表神社	VERIFY(approximate)
SHR-764	水天宮(久留米)	福岡県	久留米市瀬下町	33.3072,130.5031	approximate	-	県社|別表神社	VERIFY(approximate)
SHR-765	諏訪神社(信濃の里宮)	長野県	茅野市		-	-	-	NEEDED
SHR-766	道祖神(各地)	全国	都道府県別		-	-	-	NEEDED
SHR-767	田の神(東日本)	東北・関東	村落		-	-	-	NEEDED
SHR-768	水神(各地)	全国	河川湖沼		-	-	-	NEEDED
SHR-769	山の神(山祇系)	全国	山間部		-	-	-	NEEDED
SHR-770	ナマハゲ(秋田)	秋田県	男鹿半島		-	-	-	NEEDED
SHR-771	シーサー(琉球)	沖縄県	全島		-	-	-	NEEDED
SHR-772	ニライカナイ信仰	沖縄県	全島		-	-	-	NEEDED
SHR-773	コトヨウカ	全国	村落		-	-	-	NEEDED
SHR-774	オシラサマ(東北)	東北	民家		-	-	-	NEEDED
SHR-775	オカリヤ(瀬棚)	北海道	後志		-	-	-	NEEDED
SHR-776	中臣神社	奈良県	天理市櫟本町		-	式内社	村社	NEEDED
SHR-777	物部神社(磐余)	奈良県	桜井市		-	式内社	村社	NEEDED
SHR-778	忌部神社	徳島県	吉野川市山川町	34.06,134.32	approximate	式内社|名神大社	国幣中社	VERIFY(approximate)
SHR-779	大伴神社(大和)	奈良県	宇陀市		-	式内社	村社	NEEDED
SHR-780	阿波神社(阿波忌部)	徳島県	鳴門市		-	式内社	村社	NEEDED
SHR-781	蘇我神社	奈良県	橿原市		-	-	村社	NEEDED
SHR-782	葛城坐火雷神社	奈良県	葛城市笛吹	34.51,135.73	approximate	式内社|名神大社	村社	VERIFY(approximate)
SHR-783	一言主神社(常陸)	茨城県	常総市大塚戸町		-	-	村社	NEEDED
SHR-784	國栖神社	奈良県	吉野郡吉野町		-	-	村社	NEEDED
SHR-785	蝦夷神社(陸奥北)	岩手県	奥州市		-	-	-	NEEDED
SHR-786	出雲国造祖神社	島根県	出雲市		-	-	-	NEEDED
SHR-787	吉備津彦神社摂社	岡山県	岡山市北区一宮		-	-	-	NEEDED
SHR-788	阿蘇国造祖神社	熊本県	阿蘇市一の宮町		-	-	-	NEEDED
SHR-789	尾張国造祖神社	愛知県	稲沢市		-	-	-	NEEDED
SHR-790	筑紫国造祖神社	福岡県	筑紫野市		-	-	-	NEEDED
SHR-791	諏訪神党祖神社	長野県	諏訪市		-	-	-	NEEDED
SHR-792	守屋神社	長野県	茅野市		-	-	-	NEEDED
SHR-793	巫覡祖神社	全国	村落		-	-	-	NEEDED
SHR-794	中山忌部神社	徳島県	美馬市		-	-	-	NEEDED
SHR-795	熊鳥取神社	鳥取県	西伯郡		-	-	-	NEEDED
SHR-796	志賀海神社	福岡県	福岡市東区志賀島	33.665,130.2811	approximate	名神大社	国幣小社|別表神社	VERIFY(approximate)
SHR-797	住吉神社(壱岐)	長崎県	壱岐市芦辺町	33.77,129.72	approximate	名神大社	国幣小社	VERIFY(approximate)
SHR-798	阿曇磯良神社	福岡県	福岡市		-	-	-	NEEDED
SHR-799	大綿津見神社(隠岐)	島根県	隠岐郡		-	-	-	NEEDED
SHR-800	白浜神社(伊豆)	静岡県	下田市白浜	34.68,138.97	approximate	名神大社	県社	VERIFY(approximate)
SHR-801	玉前神社(海人系)	千葉県	長生郡一宮町		-	-	-	NEEDED
SHR-802	田道間守神社	兵庫県	豊岡市		-	-	-	NEEDED
SHR-803	塩釜神社諸地	全国	海岸部		-	-	-	NEEDED
SHR-804	船魂神社	全国	港湾		-	-	-	NEEDED
SHR-805	浜降神事系神社	全国	海岸部		-	-	-	NEEDED
SHR-806	龍宮神社諸地	全国	海岸部		-	-	-	NEEDED
SHR-807	対馬海神諸社	長崎県	対馬市		-	-	-	NEEDED
SHR-808	壱岐海神諸社	長崎県	壱岐市		-	-	-	NEEDED
SHR-809	能登海人神社	石川県	輪島市		-	-	-	NEEDED
SHR-810	出雲海人神社	島根県	松江市		-	-	-	NEEDED
SHR-811	函館八幡諸地	北海道	函館市		-	-	-	NEEDED
SHR-812	樽前山神社	北海道	苫小牧市		-	-	県社	NEEDED
SHR-813	旭川神社	北海道	旭川市		-	-	県社	NEEDED
SHR-814	帯広神社	北海道	帯広市		-	-	県社	NEEDED
SHR-815	釧路一之宮厳島神社	北海道	釧路市		-	-	県社	NEEDED
SHR-816	根室金刀比羅神社	北海道	根室市		-	-	県社	NEEDED
SHR-820	アイヌ・コタン信仰	北海道	全島		-	-	-	NEEDED
SHR-821	普天満宮	沖縄県	宜野湾市普天間		-	-	-	NEEDED
SHR-822	末吉宮	沖縄県	那覇市首里末吉町		-	-	-	NEEDED
