master_id,canonical_name,reading,prefecture,address,main_deity,rank_ancient,rank_modern,current_coordinates,needs_coordinates,needs_detail
SHR-389,新潟諏訪神社,にいがたすわじんじゃ,新潟県,新潟市,建御名方神、八坂刀売神,-,県社,,Y,Y
SHR-393,諏訪大社神宮寺諏訪,じんぐうじすわ,長野県,諏訪市,建御名方神、八坂刀売神,-,-,,Y,Y
SHR-420,白山中宮,はくさんちゅうぐう,岐阜県,郡上市白鳥町,白山妙理権現,-,県社,,Y,Y
SHR-421,白山平泉寺,へいせんじはくさんじ,福井県,勝山市平泉寺町,白山妙理権現,-,別格官幣社,,Y,Y
SHR-422,白山中居神社,はくさんなかいじんじゃ,岐阜県,郡上市白鳥町,白山妙理権現,-,県社,,Y,Y
SHR-424,白山神社(東京),しらやまじんじゃ,東京都,文京区白山,白山妙理権現,-,府社,,Y,Y
SHR-447,越後白山神社,えちごしらやまじんじゃ,新潟県,長岡市,白山妙理権現,-,県社,,Y,Y
SHR-452,富士山須走浅間神社,すばしりせんげんじんじゃ,静岡県,駿東郡小山町,木花咲耶姫,-,県社,,Y,Y
SHR-453,富士御室浅間神社,ふじおむろせんげんじんじゃ,山梨県,南都留郡富士河口湖町,木花咲耶姫,-,県社,,Y,Y
SHR-455,吉原浅間神社,よしわらせんげんじんじゃ,静岡県,富士市吉原,木花咲耶姫,-,県社,,Y,Y
SHR-459,駒込富士神社,こまごめふじじんじゃ,東京都,文京区本駒込,木花咲耶姫,-,村社,,Y,Y
SHR-460,江戸鉄砲洲富士浅間,てっぽうずせんげん,東京都,中央区,木花咲耶姫,-,-,,Y,Y
SHR-461,江古田浅間神社,えこだせんげんじんじゃ,東京都,練馬区,木花咲耶姫,-,村社,,Y,Y
SHR-482,注連寺,ちゅうれんじ,山形県,鶴岡市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-483,大日坊,だいにちぼう,山形県,鶴岡市大網,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-484,羽黒山三所,はぐろさんさんしょ,山形県,鶴岡市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-485,羽黒山五重塔,はぐろごじゅうのとう,山形県,鶴岡市,月山権現、羽黒権現、湯殿権現,-,国宝,,Y,Y
SHR-486,月山神社中之宮,がっさんなかのみや,山形県,東田川郡,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-487,湯殿山中之宮,ゆどのなかのみや,山形県,鶴岡市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-488,出羽三山神社飯豊,いいでさんしゃ,山形県,西置賜郡,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-489,飯豊山神社,いいでさんじんじゃ,福島県,喜多方市,月山権現、羽黒権現、湯殿権現,-,県社,,Y,Y
SHR-490,早池峰神社,はやちねじんじゃ,岩手県,花巻市,月山権現、羽黒権現、湯殿権現,-,県社,,Y,Y
SHR-491,姫神山神社,ひめかみやまじんじゃ,岩手県,盛岡市,月山権現、羽黒権現、湯殿権現,-,村社,,Y,Y
SHR-492,岩手山神社,いわてさんじんじゃ,岩手県,岩手郡雫石町,月山権現、羽黒権現、湯殿権現,-,県社,,Y,Y
SHR-494,鳥海山中之宮,ちょうかいなかのみや,秋田県,由利本荘市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-495,八峰白瀑神社,しらたきじんじゃ,秋田県,山本郡八峰町,月山権現、羽黒権現、湯殿権現,-,村社,,Y,Y
SHR-496,田沢湖辰子姫神社,たつこひめじんじゃ,秋田県,仙北市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-497,男鹿真山神社,おがしんざんじんじゃ,秋田県,男鹿市,月山権現、羽黒権現、湯殿権現,-,県社,,Y,Y
SHR-498,男鹿本山神社,おがほんざんじんじゃ,秋田県,男鹿市,月山権現、羽黒権現、湯殿権現,-,村社,,Y,Y
SHR-499,羽黒山秋葉神社,はぐろさんあきはじんじゃ,山形県,鶴岡市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-500,出羽国分寺八幡,でわこくぶんじはちまん,山形県,山形市,八幡神、神功皇后、比売大神(宇佐),-,村社,,Y,Y
SHR-501,出羽神社境内羽黒月山湯殿三神社,さんしんじゃじんじゃ,山形県,鶴岡市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-502,吹浦口大物忌,ふくらおおものいみ,山形県,飽海郡,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-503,蕨岡口大物忌,わらびおかおおものいみ,山形県,飽海郡,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-504,矢島口大物忌,やじまおおものいみ,秋田県,由利本荘市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-505,百宅口大物忌,ももやけおおものいみ,秋田県,由利本荘市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-506,月山八合目神社,がっさんはちごうめじんじゃ,山形県,東田川郡,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-507,羽黒八合目神社,はぐろはちごうめじんじゃ,山形県,鶴岡市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-508,湯殿山五合目神社,ゆどのごごうめじんじゃ,山形県,鶴岡市,月山権現、羽黒権現、湯殿権現,-,-,,Y,Y
SHR-509,金峯山寺蔵王堂,きんぷせんじざおうどう,奈良県,吉野郡吉野町,蔵王権現,-,別格官幣社,,Y,Y
SHR-511,吉野金峯神社,きんぷじんじゃ,奈良県,吉野郡吉野町,蔵王権現,-,県社,,Y,Y
SHR-512,大峰山寺,おおみねさんじ,奈良県,吉野郡天川村,蔵王権現,-,-,,Y,Y
SHR-513,天河大弁財天社,てんかわだいべんざいてんしゃ,奈良県,吉野郡天川村坪内,市杵島姫命、弁才天,-,県社,,Y,Y
SHR-514,十津川玉置神社,たまきじんじゃ,奈良県,吉野郡十津川村,蔵王権現,-,県社,,Y,Y
SHR-515,勝尾寺,かつおうじ,大阪府,箕面市,,-,-,,Y,Y
SHR-518,戸隠神社中社,とがくしなかしゃ,長野県,長野市戸隠,思金神,-,国幣小社,,Y,Y
SHR-519,戸隠神社宝光社,とがくしほうこうしゃ,長野県,長野市戸隠,天手力雄命(戸隠),-,国幣小社,,Y,Y
SHR-520,大山祇神社境外社,おおやまづみがいしゃけいがいしゃ,愛媛県,今治市大三島町,大山津見神,-,-,,Y,Y
SHR-522,大山祇神社(東京),おおやまづみじんじゃ,東京都,あきる野市,大山津見神,-,村社,,Y,Y
SHR-523,十二神社大山祇,じゅうにじんじゃ,群馬県,渋川市,大山津見神,-,村社,,Y,Y
SHR-526,赤山禅院,せきざんぜんいん,京都府,京都市左京区修学院,,-,-,,Y,Y
SHR-527,延暦寺横川中堂,よかわちゅうどう,滋賀県,大津市,,-,国宝(別物),,Y,Y
SHR-528,延暦寺日吉社,えんりゃくじひよし,滋賀県,大津市,大山咋神,-,-,,Y,Y
SHR-530,愛宕神社(東京),あたごじんじゃ,東京都,港区愛宕,迦具土神,-,村社,,Y,Y
SHR-531,武蔵愛宕神社,むさしあたごじんじゃ,埼玉県,深谷市,迦具土神,-,村社,,Y,Y
SHR-532,信州愛宕神社,しんしゅうあたごじんじゃ,長野県,上田市,迦具土神,-,村社,,Y,Y
SHR-534,秋葉神社(東京),あきはじんじゃ(とうきょう),東京都,台東区松が谷,迦具土神,-,村社,,Y,Y
SHR-535,秋葉原秋葉神社,あきはばらあきはじんじゃ,東京都,千代田区神田,迦具土神,-,-,,Y,Y
SHR-536,信州秋葉神社,しんしゅうあきはじんじゃ,長野県,佐久市,迦具土神,-,村社,,Y,Y
SHR-538,国東六郷満山,くにさきろくごうまんざん,大分県,国東市,蔵王権現,-,-,,Y,Y
SHR-539,両子寺,ふたごじ,大分県,国東市,,-,-,,Y,Y
SHR-540,熊野座神社(英彦山),ひこさんくまの,福岡県,田川郡,家都美御子大神,-,-,,Y,Y
SHR-541,求菩提山,くぼてさん,福岡県,豊前市,蔵王権現,-,-,,Y,Y
SHR-542,阿蘇国造神社,あそこくぞうじんじゃ,熊本県,阿蘇市,国造速甕玉命,式内社,県社,,Y,Y
SHR-543,阿蘇神社摂社,あそまっしゃせっしゃ,熊本県,阿蘇市,健磐龍命,-,-,,Y,Y
SHR-545,霧島東神社,きりしまひがしじんじゃ,宮崎県,西諸県郡高原町,邇邇芸命,-,県社,,Y,Y
SHR-546,狭野神社,さのじんじゃ,宮崎県,西諸県郡高原町,神武天皇,式内社,県社,,Y,Y
SHR-547,夷守神社,ひなもりじんじゃ,宮崎県,小林市,邇邇芸命,式内社,県社,,Y,Y
SHR-548,剣山本宮宝蔵石神社,つるぎさんほんぐうじんじゃ,徳島県,三好市東祖谷,蔵王権現,-,-,,Y,Y
SHR-550,石鎚神社中宮成就社,じょうじゅしゃ,愛媛県,西条市小松町,蔵王権現,-,-,,Y,Y
SHR-551,石鎚神社土小屋遥拝殿,つちごやようはいでん,愛媛県,上浮穴郡久万高原町,蔵王権現,-,-,,Y,Y
SHR-552,湯殿山注連寺別当,ゆどのちゅうれんべっとう,山形県,鶴岡市,湯殿権現,-,-,,Y,Y
SHR-553,羽黒山荒澤寺,あらさわじ,山形県,鶴岡市羽黒町,羽黒権現,-,-,,Y,Y
SHR-554,富士山経ヶ岳,きょうがだけ,山梨県,富士山,木花咲耶姫,-,-,,Y,Y
SHR-556,立山雄山頂上社,たてやまいただきしゃ,富山県,中新川郡,伊邪那岐命,-,-,,Y,Y
SHR-557,立山中宮祈願殿,たてやまちゅうぐう,富山県,中新川郡,伊邪那岐命,-,-,,Y,Y
SHR-558,立山護命大権現,ごみょうだいごんげん,富山県,中新川郡,蔵王権現,-,-,,Y,Y
SHR-559,三輪山禁足地,みわやまきんそくち,奈良県,桜井市,大物主大神,-,-,,Y,Y
SHR-560,石上山神宮寺,いそのかみさんじんぐうじ,奈良県,天理市,事代主神,-,-,,Y,Y
SHR-562,葛城金剛山転法輪寺,てんぽうりんじ,奈良県,御所市,蔵王権現,-,-,,Y,Y
SHR-563,羊蹄山神社,ようていさんじんじゃ,北海道,虻田郡倶知安町,大山津見神,-,村社,,Y,Y
SHR-564,十和田神社,とわだじんじゃ,青森県,十和田市奥瀬,蔵王権現,-,県社,,Y,Y
SHR-565,男鹿真山赤神社,おがあかがみじんじゃ,秋田県,男鹿市,蔵王権現,-,村社,,Y,Y
SHR-566,大神神社摂社三輪,おおみわまっしゃ,奈良県,桜井市,大物主大神,-,-,,Y,Y
SHR-567,大山祇神社境内社,おおやまづみがいしゃ,愛媛県,今治市,大山津見神,-,-,,Y,Y
SHR-568,妙法山阿弥陀寺,みょうほうさんじ,和歌山県,東牟婁郡那智勝浦町,蔵王権現,-,-,,Y,Y
SHR-583,由加神社本宮,ゆがじんじゃほんぐう,岡山県,倉敷市児島由加,大山津見神,-,県社,,Y,Y
SHR-584,徳佐八幡宮,とくさはちまんぐう,山口県,山口市阿東徳佐,八幡神、応神天皇、神功皇后,-,村社,,Y,Y
SHR-585,仲山金毘羅宮,なかやまこんぴらぐう,香川県,丸亀市本島町,大物主大神,-,村社,,Y,Y
SHR-588,舞鶴大原神社,おおはらじんじゃ,京都府,舞鶴市河辺由里,大国主神,-,府社,,Y,Y
SHR-590,小野神社(武蔵),おのじんじゃ,東京都,多摩市一ノ宮,伊邪那岐命,式内社,県社,,Y,Y
SHR-591,川匂神社,かわわじんじゃ,神奈川県,中郡二宮町,大国主神,式内社,村社,,Y,Y
SHR-592,豊積神社,とよづみじんじゃ,静岡県,静岡市清水区,大山津見神,式内社,村社,,Y,Y
SHR-593,二宮神社(尾張),にのみやじんじゃ,愛知県,愛知郡東郷町,豊玉姫,-,村社,,Y,Y
SHR-594,田縣神社,たがたじんじゃ,愛知県,小牧市田県町,大年神,-,村社,,Y,Y
SHR-595,石津神社,いしづじんじゃ,大阪府,堺市西区石津町,市杵島姫命,式内社,府社,,Y,Y
SHR-597,竹大与杼神社,たけのおおよどじんじゃ,京都府,京都市伏見区,大国主神,式内社,村社,,Y,Y
SHR-598,浄見原神社,きよみはらじんじゃ,奈良県,吉野郡吉野町,福井神,式内社,村社,,Y,Y
SHR-599,大県神社,おおあがたじんじゃ,愛知県,犬山市,大山津見神,式内社,県社,,Y,Y
SHR-600,加佐美神社,かさみじんじゃ,岐阜県,各務原市,大山津見神,式内社,村社,,Y,Y
SHR-601,六所神社(伊豆),ろくしょじんじゃ,静岡県,三島市,伊邪那岐命、伊邪那美命,-,村社,,Y,Y
SHR-602,二宮神社(備中),にのみやじんじゃ,岡山県,倉敷市,大山津見神,-,村社,,Y,Y
SHR-603,二宮神社(豊前),にのみやじんじゃ,福岡県,京都郡苅田町,八幡神,-,村社,,Y,Y
SHR-605,上野国総社神社,こうずけのくにそうしゃじんじゃ,群馬県,前橋市元総社町,大国主神、伊邪那岐命,-,県社,,Y,Y
SHR-606,下野国総社神社,しもつけのくにそうしゃじんじゃ,栃木県,栃木市惣社町,大国主神、伊邪那岐命,-,村社,,Y,Y
SHR-607,常陸国総社宮,ひたちのくにそうしゃぐう,茨城県,石岡市総社,大国主神,-,県社,,Y,Y
SHR-609,信濃国総社城,しなののくにそうしゃじょう,長野県,松本市,建御名方神,-,村社,,Y,Y
SHR-610,越後国総社,えちごのくにそうしゃ,新潟県,上越市,八幡神,-,村社,,Y,Y
SHR-611,加賀国総社,かがのくにそうしゃ,石川県,金沢市本多町,大国主神,-,村社,,Y,Y
SHR-613,越前国総社,えちぜんのくにそうしゃ,福井県,越前市京町,大国主神、伊邪那岐命,-,村社,,Y,Y
SHR-614,近江国総社,おうみのくにそうしゃ,滋賀県,大津市,大国主神,-,村社,,Y,Y
SHR-615,丹波国総社,たんばのくにそうしゃ,京都府,亀岡市,八幡神,-,村社,,Y,Y
SHR-617,因幡国総社,いなばのくにそうしゃ,鳥取県,鳥取市,福井神,-,-,,Y,Y
SHR-618,美作国総社,みまさかのくにそうしゃ,岡山県,津山市,大国主神,-,村社,,Y,Y
SHR-619,備中国総社宮,びっちゅうのくにそうしゃぐう,岡山県,総社市総社,大国主神,-,県社,,Y,Y
SHR-620,備後国総社,びんごのくにそうしゃ,広島県,府中市,大国主神,-,村社,,Y,Y
SHR-621,安芸国総社,あきのくにそうしゃ,広島県,府中町,大国主神,-,村社,,Y,Y
SHR-622,周防国総社,すおうのくにそうしゃ,山口県,防府市,八幡神,-,村社,,Y,Y
SHR-623,阿波国総社,あわのくにそうしゃ,徳島県,徳島市,八幡神,-,村社,,Y,Y
SHR-624,讃岐国総社,さぬきのくにそうしゃ,香川県,坂出市,八幡神,-,村社,,Y,Y
SHR-625,伊予国総社,いよのくにそうしゃ,愛媛県,今治市,八幡神,-,村社,,Y,Y
SHR-626,土佐国総社,とさのくにそうしゃ,高知県,南国市,八幡神,-,村社,,Y,Y
SHR-627,肥前国総社,ひぜんのくにそうしゃ,佐賀県,佐賀市大和町,大国主神,-,村社,,Y,Y
SHR-628,日向国総社,ひゅうがのくにそうしゃ,宮崎県,西都市,邇邇芸命,-,村社,,Y,Y
SHR-636,結城神社,ゆうきじんじゃ,三重県,津市藤方,結城宗広,-,別格官幣社,,Y,Y
SHR-637,名和神社,なわじんじゃ,鳥取県,西伯郡大山町,名和長年,-,別格官幣社,,Y,Y
SHR-639,藤島神社,ふじしまじんじゃ,福井県,福井市毛矢,新田義貞,-,別格官幣社,,Y,Y
SHR-640,北畠神社,きたばたけじんじゃ,三重県,津市美杉町,北畠顕能,-,別格官幣社,,Y,Y
SHR-641,井伊谷宮,いいのやぐう,静岡県,浜松市北区,宗良親王,-,官幣中社,,Y,Y
SHR-642,八代宮,やつしろぐう,熊本県,八代市,懐良親王,-,官幣中社,,Y,Y
SHR-645,白峯神宮,しらみねじんぐう,京都府,京都市上京区,崇徳天皇,-,官幣大社,,Y,Y
SHR-655,倭姫宮,やまとひめのみや,三重県,伊勢市楠部町,倭姫命,-,-,,Y,Y
SHR-660,東郷神社,とうごうじんじゃ,東京都,渋谷区神宮前,東郷平八郎,-,府社,,Y,Y
SHR-662,豊國神社(名古屋),ほうこくじんじゃ,愛知県,名古屋市中村区,豊臣秀吉,-,府社,,Y,Y
SHR-663,護国神社(靖国別),ごこくじんじゃそうしょう,全国,都道府県別,,-,別格官幣社相当,,Y,Y
SHR-664,北野天満宮(北海道別宮),きたのほっかいどう,北海道,北見市,菅原道真,-,県社,,Y,Y
SHR-665,樺太神社,からふとじんじゃ,サハリン,豊原市(歴史),大那牟遅神、少彦名神、大国魂神(開拓三神)、明治天皇,-,官幣大社(廃),,Y,Y
SHR-666,朝鮮神宮,ちょうせんじんぐう,ソウル(歴史),南山(歴史),明治天皇、神武天皇,-,官幣大社(廃),,Y,Y
SHR-667,台湾神宮,たいわんじんぐう,台北(歴史),圓山(歴史),大那牟遅神、少彦名神、大国魂神(開拓三神)、明治天皇,-,官幣大社(廃),,Y,Y
SHR-668,関東神宮,かんとうじんぐう,旅順(歴史),金州城外(歴史),大那牟遅神、少彦名神、大国魂神(開拓三神)、明治天皇,-,官幣大社(廃),,Y,Y
SHR-669,出雲長浜神社,いずもながはまじんじゃ,島根県,出雲市西園町,八束水臣津野命,式内社,県社,,Y,N
SHR-674,門客人神社,かどまろうどじんじゃ,埼玉県,さいたま市大宮区高鼻町,アラハバキ,-,-,,Y,N
SHR-675,大峯山金剛峯寺,おおみねさんこんごうぶじ,奈良県,吉野郡天川村,蔵王権現,-,-,,Y,Y
SHR-676,出雲大社神楽殿,いずもかぐらでん,島根県,出雲市大社町,大国主神,-,-,,Y,Y
SHR-677,素鵞社,そがのやしろ,島根県,出雲市大社町,須佐之男命,-,-,,Y,Y
SHR-678,北島国造館,きたじまこくそうかん,島根県,出雲市大社町,大国主神,-,-,,Y,Y
SHR-681,伊勢神宮外宮別宮(土宮),つちのみや,三重県,伊勢市豊川町,大山津見神,-,-,,Y,Y
SHR-683,熊野速玉大社神倉神社,かみくらじんじゃ,和歌山県,新宮市神倉,熊野速玉大神,-,-,,Y,Y
SHR-684,諏訪大社摂社御射山社,みさやましゃ,長野県,茅野市,建御名方神,-,-,,Y,Y
SHR-685,春日大社若宮,かすがわかみや,奈良県,奈良市春日野町,天児屋根命(春日),-,-,,Y,Y
SHR-686,石清水八幡宮高良神社,こうらじんじゃ,京都府,八幡市八幡,八幡神,-,-,,Y,Y
SHR-687,鶴岡八幡宮丸山稲荷社,つるがおかはちまんぐうまるやまいなりしゃ,神奈川県,鎌倉市雪ノ下,宇迦之御魂神,-,-,,Y,Y
SHR-694,諏訪八幡神社,すわはちまんじんじゃ,徳島県,美馬市,八幡神、建御名方神,-,村社,,Y,Y
SHR-698,浜松八幡(浜北),はままつはまきたはちまん,静岡県,浜松市浜北区,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,村社,,Y,Y
SHR-699,近江八幡神社(野洲),おうみやすはちまん,滋賀県,野洲市,八幡神、応神天皇、神功皇后、比売大神(宇佐),-,村社,,Y,Y
SHR-712,末広神社,すえひろじんじゃ,東京都,中央区日本橋人形町,宇迦之御魂神,-,村社,,Y,Y
SHR-713,関東稲荷大明神,かんとういなり,茨城県,水戸市,宇迦之御魂神,-,-,,Y,Y
SHR-717,弘前八幡稲荷相殿,ひろさきはちまんいなり,青森県,弘前市,宇迦之御魂神、八幡神,-,-,,Y,Y
SHR-720,出雲稲荷神社(松江),まつえいなり,島根県,松江市,宇迦之御魂神,-,村社,,Y,Y
SHR-727,摂津天満宮(中央),せっつちゅうおうてんまん,大阪府,大阪市中央区,菅原道真,-,村社,,Y,Y
SHR-733,木曽春日神社,きそかすがじんじゃ,長野県,木曽郡上松町,建御雷之男神、経津主神、天児屋根命、比売大神(春日),-,村社,,Y,Y
SHR-734,出雲春日神社(松江),いずもまつえかすが,島根県,松江市,建御雷之男神、経津主神、天児屋根命、比売大神(春日),-,村社,,Y,Y
SHR-741,阿夫利神社下社,あふりしもしゃ,神奈川県,伊勢原市大山,大山津見神,-,国幣小社,,Y,Y
SHR-742,石鎚神社頂上社,いしづちちょうじょう,愛媛県,西条市石鎚,蔵王権現,-,-,,Y,Y
SHR-743,剣山頂上社,つるぎちょうじょう,徳島県,三好市,蔵王権現,-,-,,Y,Y
SHR-744,英彦山頂上社,ひこさんちょうじょう,福岡県,田川郡添田町,英彦山三所権現,-,-,,Y,Y
SHR-745,妙見山日蓮宗鎮守,みょうけんさんちんじゅ,兵庫県,川西市,妙見菩薩,-,-,,Y,Y
SHR-747,八海山神社,はっかいさんじんじゃ,新潟県,南魚沼市,蔵王権現,-,県社,,Y,Y
SHR-748,羽黒山祈祷殿,はぐろきとうでん,山形県,鶴岡市,羽黒権現,-,-,,Y,Y
SHR-749,月山中の宮葉山神社,がっさんはやまじんじゃ,山形県,東田川郡,月山権現,-,-,,Y,Y
SHR-751,府中六所宮(仙台),ふちゅうろくしょ,宮城県,仙台市青葉区,大国主神,-,村社,,Y,Y
SHR-752,国府宮(尾張),こうのみや,愛知県,稲沢市国府宮,大国主神,式内社,県社,,Y,Y
SHR-753,国府宮(下総),しもうさこう,千葉県,市川市国府台,大国主神,-,村社,,Y,Y
SHR-756,赤城神社,あかぎじんじゃ,群馬県,前橋市三夜沢町,大国主神,式内社,県社,,Y,Y
SHR-758,妙義神社,みょうぎじんじゃ,群馬県,富岡市妙義町,日本武尊,-,県社,,Y,Y
SHR-761,江田神社,えだじんじゃ,宮崎県,宮崎市阿波岐原町,伊邪那岐命,式内社,県社,,Y,Y
SHR-762,霧島東神社,きりしまひがしじんじゃ,宮崎県,西諸県郡高原町,霧島神,-,県社,,Y,Y
SHR-765,諏訪神社(信濃の里宮),すわさとみや,長野県,茅野市,建御名方神,-,-,,Y,Y
SHR-766,道祖神(各地),どうそじん,全国,都道府県別,猿田彦命,-,-,,Y,Y
SHR-767,田の神(東日本),たのかみ,東北・関東,村落,大年神,-,-,,Y,Y
SHR-768,水神(各地),すいじん,全国,河川湖沼,伊邪那岐命,-,-,,Y,Y
SHR-769,山の神(山祇系),やまのかみ,全国,山間部,大山津見神,-,-,,Y,Y
SHR-770,ナマハゲ(秋田),なまはげ,秋田県,男鹿半島,,-,-,,Y,Y
SHR-771,シーサー(琉球),しーさー,沖縄県,全島,,-,-,,Y,Y
SHR-772,ニライカナイ信仰,にらいかない,沖縄県,全島,,-,-,,Y,Y
SHR-773,コトヨウカ,ことようか,全国,村落,,-,-,,Y,Y
SHR-774,オシラサマ(東北),おしらさま,東北,民家,,-,-,,Y,Y
SHR-775,オカリヤ(瀬棚),おかりや,北海道,後志,,-,-,,Y,Y
SHR-776,中臣神社,なかとみじんじゃ,奈良県,天理市櫟本町,天児屋根命,式内社,村社,,Y,Y
SHR-777,物部神社(磐余),もののべじんじゃ,奈良県,桜井市,饒速日命,式内社,村社,,Y,Y
SHR-779,大伴神社(大和),おおともじんじゃ,奈良県,宇陀市,福井神,式内社,村社,,Y,Y
SHR-780,阿波神社(阿波忌部),あわじんじゃ,徳島県,鳴門市,福井神,式内社,村社,,Y,Y
SHR-781,蘇我神社,そがじんじゃ,奈良県,橿原市,伊邪那岐命,-,村社,,Y,Y
SHR-783,一言主神社(常陸),ひとことぬしひたち,茨城県,常総市大塚戸町,一言主神,-,村社,,Y,Y
SHR-784,國栖神社,くずじんじゃ,奈良県,吉野郡吉野町,,-,村社,,Y,Y
SHR-785,蝦夷神社(陸奥北),えみしじんじゃ,岩手県,奥州市,アラハバキ,-,-,,Y,N
SHR-786,出雲国造祖神社,いずもこくぞうそじんじんじゃ,島根県,出雲市,天穂日命,-,-,,Y,Y
SHR-787,吉備津彦神社摂社,きびつひこせっしゃ,岡山県,岡山市北区一宮,吉備津彦命,-,-,,Y,Y
SHR-788,阿蘇国造祖神社,あそこくぞうそじんじんじゃ,熊本県,阿蘇市一の宮町,国造速甕玉命,-,-,,Y,Y
SHR-789,尾張国造祖神社,おわりこくぞうそじんじんじゃ,愛知県,稲沢市,饒速日命,-,-,,Y,Y
SHR-790,筑紫国造祖神社,つくしこくぞうそじんじんじゃ,福岡県,筑紫野市,武内宿禰,-,-,,Y,Y
SHR-791,諏訪神党祖神社,すわじんとうそじんじんじゃ,長野県,諏訪市,諏訪大祝氏祖,-,-,,Y,Y
SHR-792,守屋神社,もりやじんじゃ,長野県,茅野市,洩矢神,-,-,,Y,Y
SHR-793,巫覡祖神社,ふげきそじんじんじゃ,全国,村落,,-,-,,Y,Y
SHR-794,中山忌部神社,なかやまいんべじんじゃ,徳島県,美馬市,太玉命,-,-,,Y,Y
SHR-795,熊鳥取神社,くまとりとりじんじゃ,鳥取県,西伯郡,福井神,-,-,,Y,Y
SHR-798,阿曇磯良神社,あづみいそらじんじゃ,福岡県,福岡市,思金神,-,-,,Y,Y
SHR-799,大綿津見神社(隠岐),おおわたつみじんじゃ,島根県,隠岐郡,綿津見神(底津)、綿津見神(中津)、綿津見神(上津),-,-,,Y,Y
SHR-801,玉前神社(海人系),たまさきじんじゃ,千葉県,長生郡一宮町,豊玉姫,-,-,,Y,Y
SHR-802,田道間守神社,たじまもりじんじゃ,兵庫県,豊岡市,天日矛,-,-,,Y,Y
SHR-803,塩釜神社諸地,しおがましょち,全国,海岸部,塩土老翁,-,-,,Y,Y
SHR-804,船魂神社,ふなだまじんじゃ,全国,港湾,思金神,-,-,,Y,Y
SHR-805,浜降神事系神社,はまおりじんじゃ,全国,海岸部,伊邪那岐命,-,-,,Y,Y
SHR-806,龍宮神社諸地,りゅうぐうしょち,全国,海岸部,思金神,-,-,,Y,Y
SHR-807,対馬海神諸社,つしまかいじんしょしゃ,長崎県,対馬市,綿津見神(底津)、綿津見神(中津)、綿津見神(上津),-,-,,Y,Y
SHR-808,壱岐海神諸社,いきかいじんしょしゃ,長崎県,壱岐市,綿津見神(底津)、綿津見神(中津)、綿津見神(上津),-,-,,Y,Y
SHR-809,能登海人神社,のとかいじんじゃ,石川県,輪島市,思金神,-,-,,Y,Y
SHR-810,出雲海人神社,いずもかいじんじゃ,島根県,松江市,綿津見神(底津)、綿津見神(中津)、綿津見神(上津),-,-,,Y,Y
SHR-811,函館八幡諸地,はこだてしょち,北海道,函館市,八幡神,-,-,,Y,Y
SHR-812,樽前山神社,たるまえさんじんじゃ,北海道,苫小牧市,大那牟遅神、少彦名神、大国魂神(開拓三神),-,県社,,Y,Y
SHR-813,旭川神社,あさひかわじんじゃ,北海道,旭川市,大那牟遅神、少彦名神、大国魂神(開拓三神),-,県社,,Y,Y
SHR-814,帯広神社,おびひろじんじゃ,北海道,帯広市,大那牟遅神、少彦名神、大国魂神(開拓三神),-,県社,,Y,Y
SHR-815,釧路一之宮厳島神社,くしろいちのみやいつくしまじんじゃ,北海道,釧路市,市杵島姫命,-,県社,,Y,Y
SHR-816,根室金刀比羅神社,ねむろこんぴらじんじゃ,北海道,根室市,大物主大神,-,県社,,Y,Y
SHR-820,アイヌ・コタン信仰,あいぬこたん,北海道,全島,,-,-,,Y,Y
SHR-821,普天満宮,ふてんまぐうてんまんぐう,沖縄県,宜野湾市普天間,熊野速玉大神、熊野夫須美大神、家都美御子大神,-,-,,Y,Y
SHR-822,末吉宮,すえよしぐう,沖縄県,那覇市首里末吉町,熊野速玉大神、熊野夫須美大神、家都美御子大神,-,-,,Y,Y
SHR-823,沖宮,おきのぐう,沖縄県,那覇市奥武山,熊野速玉大神、熊野夫須美大神、家都美御子大神,-,-,,Y,Y
SHR-824,識名宮,しきなぐう,沖縄県,那覇市繁多川,熊野速玉大神、熊野夫須美大神、家都美御子大神,-,-,,Y,Y
SHR-825,斎場御嶽,せーふぁうたき,沖縄県,南城市知念,市杵島姫命,-,-,,Y,N
SHR-826,大峰山上ヶ岳,おおみねさんじょうがたけ,奈良県,吉野郡天川村,蔵王権現,-,-,,Y,Y
