relation_id	source_id	source_type	relation_type	target_id	target_type	confidence_level	hypothesis_layer	temporal_scope	valid_from	valid_until	source_reference	notes
RLN-007161	DEI-232	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007162	DEI-239	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007163	DEI-239	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007164	DEI-242	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007165	DEI-243	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007166	DEI-243	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007167	DEI-260	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007168	DEI-263	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007169	DEI-264	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007170	DEI-265	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007171	DEI-266	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007172	DEI-266	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007173	DEI-267	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007174	DEI-269	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007175	DEI-269	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007176	DEI-276	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007177	DEI-276	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007178	DEI-277	deity	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式	Sprint6 mass: deity 延喜式登場
RLN-007179	DEI-583	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007180	DEI-285	deity	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式	Sprint6 mass: deity 延喜式登場
RLN-007181	DEI-302	deity	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式	Sprint6 mass: deity 延喜式登場
RLN-007182	DEI-304	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007183	DEI-309	deity	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式	Sprint6 mass: deity 延喜式登場
RLN-007184	DEI-323	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007185	DEI-337	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007186	DEI-337	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007187	DEI-338	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007188	DEI-340	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007189	DEI-340	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007190	DEI-341	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007191	DEI-341	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007192	DEI-342	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007193	DEI-342	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007194	DEI-347	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007195	DEI-348	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007196	DEI-349	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007197	DEI-350	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007198	DEI-350	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007199	DEI-351	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007200	DEI-351	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007201	DEI-352	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007202	DEI-352	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007203	DEI-353	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007204	DEI-354	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007205	DEI-355	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007206	DEI-355	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007207	DEI-356	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007208	DEI-357	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007209	DEI-357	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007210	DEI-358	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007211	DEI-359	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007212	DEI-360	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007213	DEI-361	deity	mentioned_in	TXT-Kogoshui	text	A	L0	document	-	-	古語拾遺	Sprint6 mass: deity 古語拾遺登場
RLN-007214	DEI-362	deity	mentioned_in	TXT-Kogoshui	text	A	L0	document	-	-	古語拾遺	Sprint6 mass: deity 古語拾遺登場
RLN-007215	DEI-363	deity	mentioned_in	TXT-Kogoshui	text	A	L0	document	-	-	古語拾遺	Sprint6 mass: deity 古語拾遺登場
RLN-007216	DEI-364	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007217	DEI-364	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007218	DEI-366	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007219	DEI-369	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007220	DEI-376	deity	mentioned_in	TXT-ShinsenShojiroku	text	A	L0	document	-	-	新撰姓氏録	Sprint6 mass: deity 新撰姓氏録登場
RLN-007221	DEI-385	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007222	DEI-386	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007223	DEI-389	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007224	DEI-397	deity	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式	Sprint6 mass: deity 延喜式登場
RLN-007225	DEI-398	deity	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式	Sprint6 mass: deity 延喜式登場
RLN-007226	DEI-415	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007227	DEI-415	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007228	DEI-418	deity	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式	Sprint6 mass: deity 延喜式登場
RLN-007229	DEI-419	deity	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式	Sprint6 mass: deity 延喜式登場
RLN-007230	DEI-446	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007231	DEI-447	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007232	DEI-448	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007233	DEI-448	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007234	DEI-449	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007235	DEI-450	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007236	DEI-450	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007237	DEI-474	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007238	DEI-474	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007239	DEI-475	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007240	DEI-475	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007241	DEI-485	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007242	DEI-487	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007243	DEI-488	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007244	DEI-489	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007245	DEI-490	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007246	DEI-491	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007247	DEI-496	deity	mentioned_in	TXT-IzumoFudoki	text	A	L0	document	-	-	出雲国風土記	Sprint6 mass: deity 出雲国風土記登場
RLN-007248	DEI-500	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007249	DEI-500	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007250	DEI-501	deity	mentioned_in	TXT-ShokuNihongi	text	A	L0	document	-	-	続日本紀	Sprint6 mass: deity 続日本紀登場
RLN-007251	DEI-505	deity	mentioned_in	TXT-ShokuNihongi	text	A	L0	document	-	-	続日本紀	Sprint6 mass: deity 続日本紀登場
RLN-007252	DEI-507	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007253	DEI-507	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007254	DEI-508	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007255	DEI-508	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007256	DEI-509	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007257	DEI-509	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007258	DEI-510	deity	mentioned_in	TXT-Kojiki	text	A	L0	document	-	-	古事記	Sprint6 mass: deity 古事記登場
RLN-007259	DEI-510	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007260	DEI-526	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007261	DEI-528	deity	mentioned_in	TXT-ShokuNihongi	text	A	L0	document	-	-	続日本紀	Sprint6 mass: deity 続日本紀登場
RLN-007262	DEI-550	deity	mentioned_in	TXT-Nihonshoki	text	A	L0	document	-	-	日本書紀	Sprint6 mass: deity 日本書紀登場
RLN-007263	DEI-552	deity	mentioned_in	TXT-ShokuNihongi	text	A	L0	document	-	-	続日本紀	Sprint6 mass: deity 続日本紀登場
RLN-007340	SHR-911	shrine	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式神名帳	Sprint6 mass: shrine 延喜式記載
RLN-007341	SHR-921	shrine	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式神名帳	Sprint6 mass: shrine 延喜式記載
RLN-007342	SHR-922	shrine	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式神名帳	Sprint6 mass: shrine 延喜式記載
RLN-007343	SHR-941	shrine	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式神名帳	Sprint6 mass: shrine 延喜式記載
RLN-007344	SHR-946	shrine	mentioned_in	TXT-EngiShiki	text	A	L0	document	-	-	延喜式神名帳	Sprint6 mass: shrine 延喜式記載
RLN-007345	SHR-001	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-001 の TXT-Nihonshoki 登場による shrine 関連
RLN-007346	SHR-002	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-003 の TXT-Nihonshoki 登場による shrine 関連
RLN-007347	SHR-004	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-002 の TXT-Kojiki 登場による shrine 関連
RLN-007348	SHR-004	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-002 の TXT-Nihonshoki 登場による shrine 関連
RLN-007349	SHR-005	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-002 の TXT-Kojiki 登場による shrine 関連
RLN-007350	SHR-005	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-002 の TXT-Nihonshoki 登場による shrine 関連
RLN-007351	SHR-007	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-011 の TXT-Nihonshoki 登場による shrine 関連
RLN-007352	SHR-009	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-019 の TXT-Kojiki 登場による shrine 関連
RLN-007353	SHR-010	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-014 の TXT-Nihonshoki 登場による shrine 関連
RLN-007354	SHR-012	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-011 の TXT-Kojiki 登場による shrine 関連
RLN-007355	SHR-012	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-011 の TXT-Nihonshoki 登場による shrine 関連
RLN-007356	SHR-017	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-002 の TXT-Kojiki 登場による shrine 関連
RLN-007357	SHR-017	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-002 の TXT-Nihonshoki 登場による shrine 関連
RLN-007358	SHR-018	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-002 の TXT-Kojiki 登場による shrine 関連
RLN-007359	SHR-018	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-002 の TXT-Nihonshoki 登場による shrine 関連
RLN-007360	SHR-019	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-001 の TXT-Kojiki 登場による shrine 関連
RLN-007361	SHR-019	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-001 の TXT-Nihonshoki 登場による shrine 関連
RLN-007362	SHR-020	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-009 の TXT-Kojiki 登場による shrine 関連
RLN-007363	SHR-020	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-009 の TXT-Nihonshoki 登場による shrine 関連
RLN-007364	SHR-021	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-006 の TXT-Kojiki 登場による shrine 関連
RLN-007365	SHR-021	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-006 の TXT-Nihonshoki 登場による shrine 関連
RLN-007366	SHR-022	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-003 の TXT-Kojiki 登場による shrine 関連
RLN-007367	SHR-022	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-003 の TXT-Nihonshoki 登場による shrine 関連
RLN-007368	SHR-024	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-002 の TXT-Kojiki 登場による shrine 関連
RLN-007369	SHR-025	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-002 の TXT-Kojiki 登場による shrine 関連
RLN-007370	SHR-025	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-002 の TXT-Nihonshoki 登場による shrine 関連
RLN-007371	SHR-026	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-002 の TXT-Kojiki 登場による shrine 関連
RLN-007372	SHR-026	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-002 の TXT-Nihonshoki 登場による shrine 関連
RLN-007373	SHR-027	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-006 の TXT-Kojiki 登場による shrine 関連
RLN-007374	SHR-027	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-006 の TXT-Nihonshoki 登場による shrine 関連
RLN-007375	SHR-028	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-002 の TXT-Kojiki 登場による shrine 関連
RLN-007376	SHR-028	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-002 の TXT-Nihonshoki 登場による shrine 関連
RLN-007380	SHR-015	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-164 の TXT-Nihonshoki 登場による shrine 関連
RLN-007381	SHR-032	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-107 の TXT-Kojiki 登場による shrine 関連
RLN-007382	SHR-032	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-107 の TXT-Nihonshoki 登場による shrine 関連
RLN-007383	SHR-033	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-016 の TXT-Kojiki 登場による shrine 関連
RLN-007384	SHR-033	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-016 の TXT-Nihonshoki 登場による shrine 関連
RLN-007385	SHR-034	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-340 の TXT-Kojiki 登場による shrine 関連
RLN-007386	SHR-034	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-340 の TXT-Nihonshoki 登場による shrine 関連
RLN-007387	SHR-035	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-001 の TXT-Kojiki 登場による shrine 関連
RLN-007388	SHR-035	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-001 の TXT-Nihonshoki 登場による shrine 関連
RLN-007389	SHR-036	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-001 の TXT-Kojiki 登場による shrine 関連
RLN-007390	SHR-036	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-001 の TXT-Nihonshoki 登場による shrine 関連
RLN-007391	SHR-040	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-005 の TXT-Kojiki 登場による shrine 関連
RLN-007392	SHR-040	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-005 の TXT-Nihonshoki 登場による shrine 関連
RLN-007393	SHR-042	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-108 の TXT-Kojiki 登場による shrine 関連
RLN-007394	SHR-042	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-108 の TXT-Nihonshoki 登場による shrine 関連
RLN-007395	SHR-043	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-088 の TXT-Kojiki 登場による shrine 関連
RLN-007396	SHR-043	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-088 の TXT-Nihonshoki 登場による shrine 関連
RLN-007400	SHR-046	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-016 の TXT-Kojiki 登場による shrine 関連
RLN-007401	SHR-046	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-016 の TXT-Nihonshoki 登場による shrine 関連
RLN-007402	SHR-047	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-221 の TXT-Kojiki 登場による shrine 関連
RLN-007403	SHR-047	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-221 の TXT-Nihonshoki 登場による shrine 関連
RLN-007405	SHR-050	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-012 の TXT-Nihonshoki 登場による shrine 関連
RLN-007406	SHR-052	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-276 の TXT-Kojiki 登場による shrine 関連
RLN-007407	SHR-063	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-269 の TXT-Kojiki 登場による shrine 関連
RLN-007408	SHR-063	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-269 の TXT-Nihonshoki 登場による shrine 関連
RLN-007411	SHR-067	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-341 の TXT-Kojiki 登場による shrine 関連
RLN-007412	SHR-067	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-341 の TXT-Nihonshoki 登場による shrine 関連
RLN-007413	SHR-579	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-474 の TXT-Kojiki 登場による shrine 関連
RLN-007414	SHR-579	shrine	mentioned_in	TXT-Nihonshoki	text	B	L1	document	-	-	日本書紀	Sprint6 mass: 主祭神 DEI-474 の TXT-Nihonshoki 登場による shrine 関連
RLN-007415	SHR-072	shrine	mentioned_in	TXT-Kojiki	text	B	L1	document	-	-	古事記	Sprint6 mass: 主祭神 DEI-474 の TXT-Kojiki 登場による shrine 関連
