shrine_id	extended_summary	history	rituals_culture	primary_sources	external_links
SHR-586	【概要】岡山県美作市滝宮に鎮座する式内社(名神大社)で、天石門別神(あめのいわとわけのかみ)を祀る古社。滝宮の地に鎮座することから滝宮の神社とも呼ばれ、天岩戸開きの神話に関わる門の神を祀る。【祭神】主祭神は天石門別神。古事記・日本書紀にみえる天石門別神は、天岩戸や宮門を守護する門の神で、櫛石窓神・豊石窓神とも称される。【創建・由緒】創建年代は不明。延喜式神名帳に美作国英多郡「天石門別神社」(名神大社)とみえる古社で、宮城十二門を守護する御門の神を祀る信仰に連なる。社前に滝があり、滝を神聖視する水神・滝の信仰とも結びつく。【社格・歴史的位置づけ】延喜式神名帳の名神大社で、近代社格は県社。同名の式内社が各地にあり、当社は美作国の天石門別神社に比定される。【歴史的位置づけ】門の神・水の神を祀る古代祭祀の遺風を伝える。	【古代】延喜式神名帳に英多郡の名神大社「天石門別神社」として登載された美作の古社。門守神・天岩戸神話に連なる祭祀を起源とする。【中世】山間の古社として地域の崇敬を受けた。【近世・近代】滝宮の鎮守として信仰され、近代に県社に列格した。	例祭などの神事を行う。社前の滝とともに滝の信仰・水神信仰が伝わり、清浄を尊ぶ祭祀が行われる。天岩戸開きで天照大神を迎えた門の神を祀ることから、邪気を防ぐ門守の神としての性格をもつ。山間の古社の佇まいを残し、美作の式内社の一として位置づけられる。	延喜式神名帳|古事記|日本書紀|社伝	-
SHR-589	【概要】埼玉県児玉郡神川町二ノ宮に鎮座する式内名神大社で、武蔵国二宮とされる古社。御室山(御嶽山)を神体山とし、本殿を設けず山そのものを拝する古態を残す。【祭神】主祭神は天照大神・素戔嗚尊とする社伝が一般的で、当データでは伊邪那岐命を主祭神として記録するが、祭神には諸説がある。【創建・由緒】社伝では景行天皇41年、日本武尊が東征の帰途に伊勢神宮で授かった火打石を御室山に納め、天照大神・素戔嗚尊を祀ったことに始まると伝える。【社格・歴史的位置づけ】延喜式神名帳に武蔵国児玉郡「金佐奈神社」として名神大社に列し、武蔵国内では氷川神社に次ぐ二宮の地位を占めた。中世以降は武家の崇敬を受け、近代社格制度では官幣中社に列せられた。	【古代】延喜式神名帳に名神大社として登載され、武蔵国の有力社として朝廷の祭祀を受けた。神体山信仰の古い形態を保持する。【中世】鎌倉・室町期には武蔵武士団の崇敬を集め、社領の寄進や社殿の造営が行われたと伝わる。【近世・近代】江戸期も二宮として地域信仰を集め、明治の近代社格制度で官幣中社に列格した。本殿を持たず御室山を拝む形式が継承された。	例祭をはじめ年間の神事が営まれる。最大の特徴は本殿を設けず御室山(御嶽山)を神体山として直接拝する古態にあり、拝殿背後に山を望む形式は大神神社などと共通する原初的祭祀の遺風として注目される。境内には多宝塔(国指定重要文化財)が現存し、中世以来の信仰の厚さを物語る。御室山の中腹にある鏡岩は、断層運動により岩肌が鏡のように磨かれたもので、国指定特別天然記念物に指定される。御室山一帯は古来禁足地として保たれ、摂末社が境内や山中に点在し、原生に近い社叢が維持されている。	延喜式神名帳|社伝	-
SHR-596	【概要】京都府乙訓郡大山崎町の天王山中腹に鎮座する古社で、山城国二宮とも称される。酒造の神として知られる。【祭神】主祭神は大山祇神(大山津見神)で、配祀に天神八座などを祀ると伝える。【創建・由緒】創建年代は不詳だが古代に遡るとされ、山崎の地に酒解神(さかとけのかみ)を祀る神社として崇敬された。酒解神は大山祇神に比定され、酒造の守護神として信仰を集めた。社名は「酒の解(と)く神」に由来するとされる。【社格・歴史的位置づけ】延喜式神名帳に山城国乙訓郡「自玉手祭来酒解神社」として名神大社に列し、由緒ある古社であることが裏付けられる。天王山は山崎合戦の舞台としても知られ、地域史と深く結びつく。近代社格制度では府社に列した。	【古代】延喜式神名帳に名神大社「自玉手祭来酒解神社」として登載され、酒造の神を祀る古社として朝廷・地域の崇敬を受けた。【中世】天王山一帯は交通・軍事の要衝で、社も山岳信仰と結びつき存続した。天正10年(1582)の山崎合戦の地としても知られる。【近世・近代】江戸期も山崎の酒神として信仰され、明治の近代社格制度で府社に列した。本殿は重要文化財に指定されている。	例祭ほか年間の神事を営む。酒造の守護神を祀ることから、古来醸造業者や酒造関係者の崇敬を受け、酒の神としての信仰が篤い。本殿(三間社流造)は室町期の建築とされ国の重要文化財に指定されている。社は天王山の中腹に鎮座し、麓には離宮八幡宮など関連社寺が分布する。天王山は天正10年(1582)の山崎合戦(明智光秀と羽柴秀吉の決戦)の舞台として著名で、合戦に勝利して天下の趨勢を決したことが「天王山」を勝負の分かれ目を指す語の由来とする説もあり、境内周辺には合戦ゆかりの史跡が点在する。	延喜式神名帳|社伝	-
SHR-612	【概要】富山県高岡市古城(高岡古城公園内)に鎮座する神社で、越中国の総社とされる。越中国府にゆかりの深い社。【祭神】主祭神は天穂日命などを祀ると伝える。総社の性格上、越中国内の諸神を合祀するとされる。【創建・由緒】創建は古代に遡るとされ、越中国司が国内の主要神社を巡拝する代わりに、国府近くに国内諸神を勧請合祀したのが総社の起こりと考えられる。【社格・歴史的位置づけ】総社は平安期に各国の国府所在地に設けられた、国内神社を一括して祭祀する施設で、国司の祭祀の便宜を図るものであった。越中国の総社として、国府(後の高岡周辺)の祭祀の中心的役割を担ったとされる。近代社格制度では県社に列した。	【古代】平安期に国司の国内神社巡拝を簡略化するため、国府近隣に国内諸神を勧請して総社が成立したとされる。越中国府の祭祀拠点として機能した。【中世】国司制度の衰退とともに総社の公的機能は薄れたが、地域の崇敬社として存続したと考えられる。【近世・近代】江戸期は地域の鎮守として信仰され、明治の近代社格制度で県社に列した。現在は高岡古城公園に隣接して鎮座する。	例祭ほか年間の神事を営む。総社は国内の神々を一所に集めて祀る性格を持ち、越中国内の諸神を合祀するとされ、国司が国内神社を巡拝する代わりに祭祀を行う国府祭祀の系譜を伝える。社は高岡城跡を整備した高岡古城公園の地に鎮座し、桜の名所として知られる地域の歴史的景観と一体をなす。境内には摂末社を祀り、越中国府(国衙)関連の伝承地に近接して、古代越中の政治祭祀の中枢域に位置する点で重要視される。	社伝	-
SHR-616	【概要】兵庫県豊岡市日高町に鎮座する神社で、但馬国の総社とされる。但馬国府にゆかりの深い社で、気多神社の境内に総社が置かれた形をとる。【祭神】主祭神は大国主神を祀ると伝える。総社の性格上、但馬国内の諸神を合祀するとされる。【創建・由緒】創建は古代に遡るとされ、但馬国司が国内の主要神社を巡拝する代わりに国府近くに国内諸神を勧請合祀したのが総社の起こりと考えられる。日高町には但馬国府・国分寺が置かれ、総社もこの地に設けられた。【社格・歴史的位置づけ】総社は平安期に各国の国府所在地に設けられた祭祀施設で、国司の便宜を図るものであった。但馬国の総社として国府祭祀の中心的役割を担ったとされる。近代社格制度では県社に列した。	【古代】平安期に国司の国内神社巡拝を簡略化するため、国府近隣に国内諸神を勧請して総社が成立したとされる。日高町一帯は但馬国府の所在地で、その祭祀拠点として機能した。【中世】国司制度の衰退とともに公的機能は薄れたが、地域の崇敬社として存続したと考えられる。【近世・近代】江戸期は地域の鎮守として信仰され、明治の近代社格制度で県社に列した。	例祭ほか年間の神事を営む。総社は国内の神々を一所に集めて祀る性格を持ち、但馬国内の諸神を合祀するとされ、国司が国内神社を巡拝する代わりに祭祀を行う国府祭祀の系譜を伝える。社は但馬国府跡・但馬国分寺跡(ともに史跡)に近い日高町に鎮座し、古代但馬の政治祭祀の中枢域に位置する点で重要視される。気多神社の境内・近接地に総社が設けられた形をとり、境内には摂末社を祀る。但馬五社に数えられる古社群とともに地域信仰の核をなす。	社伝	-
SHR-651	【概要】三重県志摩市磯部町上之郷に鎮座する皇大神宮(伊勢神宮内宮)の別宮で、志摩国一宮ともされる。古来「いざわのみや」と称され、伊勢神宮の遥宮(とおのみや)の一つ。【祭神】主祭神は天照大御神の御魂(天照坐皇大御神御魂)を祀る。【創建・由緒】社伝では、倭姫命が天照大神の御鎮座地を求めて志摩を巡幸した際、この地に大神の遥宮として定めたと伝える。志摩国における神宮の御料地・御贄の供給地と深く結びつく。【社格・歴史的位置づけ】延喜式神名帳に志摩国「粟嶋坐伊射波神社」など関連社が見え、名神大社に比定される説がある。伊勢神宮の十四別宮の一つで、内宮の所管別宮として重んじられた。古来、志摩の海産物を神宮に供える御贄の中心地でもあった。	【古代】倭姫命の巡幸伝承に始まるとされ、志摩国における神宮御料の拠点として機能した。延喜式の関連社に比定される説がある。【中世】神宮の遥宮として崇敬を受けつつ、御師や神領をめぐる動向の中で存続した。【近世・近代】江戸期も志摩一宮・神宮別宮として信仰され、明治以降は神宮の所管別宮として式年遷宮にあわせ造替が行われている。	例祭をはじめ神宮の祭祀に準じた神事が営まれる。最大の特徴は毎年6月24日の御田植祭(磯部の御神田)で、千葉県香取神宮・大阪府住吉大社と並ぶ日本三大御田植祭の一つとして、国の重要無形民俗文化財に指定されている。早乙女による田植に先立ち、竹に大団扇を付けた「ゴンバウチワ」を泥田の中で奪い合う勇壮な竹取神事や、太鼓・囃子を伴う華やかな行事で知られる。社殿は神明造で、内宮に準じて20年ごとの式年遷宮にあわせ造替される。	延喜式神名帳|社伝	https://www.isejingu.or.jp/
SHR-652	【概要】三重県度会郡大紀町滝原に鎮座する皇大神宮(伊勢神宮内宮)の別宮で、瀧原宮・瀧原竝宮の二宮が並び立つ。古来「大神の遥宮(とおのみや)」と称される。【祭神】瀧原宮・瀧原竝宮ともに天照大御神の御魂を祀る。当データでは天照大御神・豊受大御神を記録するが、両宮の主祭神はいずれも天照大御神の御魂とされる。【創建・由緒】社伝では、倭姫命が天照大神の御鎮座地を求めて巡幸した際、宮川上流のこの地を麗しい土地として一時鎮座地に定めたと伝える。後に五十鈴川のほとり(現内宮)に遷ったとされる。【社格・歴史的位置づけ】延喜式神名帳に度会郡「多岐原神社」など関連社が見える。伊勢神宮の十四別宮の一つで、内宮の所管別宮として重んじられた。深い森に囲まれた清浄な神域で知られる。	【古代】倭姫命の巡幸伝承に始まるとされ、内宮(五十鈴川)鎮座以前に天照大神が一時鎮座した地と伝え、いわゆる元伊勢の一つに数えられる。神宮の遥宮(とおのみや)として位置づけられた。【中世】神宮の別宮として崇敬を受けつつ、神領経営をめぐる動向の中で存続した。【近世・近代】江戸期も遥宮として信仰を集め、明治以降は神宮の所管別宮として20年ごとの式年遷宮にあわせ社殿の造替が行われている。	例祭をはじめ神宮の祭祀に準じた神事が営まれる。瀧原宮・瀧原竝宮の二宮が並び立つのが大きな特徴で、ほかに若宮神社・長由介神社などの所管社が同域に鎮座する。各宮の社殿はいずれも神明造で、20年ごとの式年遷宮にあわせて造替される。宮川支流の清流が流れる広大な森に囲まれた清浄な神域で知られ、参道脇の御手洗場では川の水で手や口をすすいで身を清める古い作法が伝わる。長大な杉並木の参道とともに、伊勢神宮の遥宮らしい静けさを保つ。	延喜式神名帳|社伝	https://www.isejingu.or.jp/
SHR-653	【概要】三重県伊勢市宮後に鎮座する豊受大神宮(伊勢神宮外宮)の別宮で、外宮の北方に位置する。月読命を祀る。【祭神】主祭神は月読尊(月夜見尊)で、相殿に月読尊荒御魂を祀る。【創建・由緒】社伝では倭姫命の鎮座伝承を伝える。天照大神の弟神である月読命を祀り、外宮の別宮として古くから崇敬された。境内には月夜見尊と縁の深い高河原神社(外宮摂社)も鎮座する。【社格・歴史的位置づけ】延喜式神名帳に度会郡「月読宮」「月読荒御魂宮」が見え、名神大社に列する。伊勢神宮の十四別宮の一つで、外宮の所管別宮としては唯一の別宮である。外宮神域から北へ参道で結ばれる。	【古代】延喜式神名帳に名神大社として登載され、外宮の別宮として朝廷・神宮の祭祀を受けた。【中世】神宮別宮として崇敬を受けつつ、神領をめぐる動向の中で存続した。外宮所管の唯一の別宮として重んじられた。【近世・近代】江戸期も外宮別宮として信仰され、明治以降は神宮の所管別宮として式年遷宮にあわせ造替が行われている。	例祭をはじめ神宮の祭祀に準じた神事が営まれる。月夜見尊と月夜見尊荒御魂を一つの社殿に祀る点に特徴があり、外宮所管の唯一の別宮として重んじられる。社殿は神明造で、20年ごとの式年遷宮にあわせて造替される。境内には外宮摂社の高河原神社が鎮座する。外宮の北御門から参道(神路通とも呼ばれる)を北へ進んだ伊勢市街地に位置し、月夜見尊が外宮の豊受大神のもとへ通うという伝承を伴うとされる。市中にありながら鎮守の杜を保つ。	延喜式神名帳|社伝	https://www.isejingu.or.jp/
SHR-654	【概要】三重県伊勢市中村町に鎮座する皇大神宮(伊勢神宮内宮)の別宮で、月読宮・月読荒御魂宮・伊佐奈岐宮・伊佐奈弥宮の四宮が並び立つ。月読命を祀る。【祭神】月読宮に月読尊、月読荒御魂宮に月読尊荒御魂、伊佐奈岐宮に伊弉諾尊、伊佐奈弥宮に伊弉冉尊を祀る。当データでは主祭神を月読命と記録する。【創建・由緒】社伝では倭姫命の鎮座伝承を伝える。天照大神の弟神月読命と、その親神である伊弉諾・伊弉冉の二神をあわせ祀る。【社格・歴史的位置づけ】延喜式神名帳に度会郡「月読宮」「月読荒御魂宮」「伊佐奈岐宮」などが見え、名神大社に列する。伊勢神宮の十四別宮のうち四宮が一所に鎮座し、内宮の所管別宮として重んじられた。	【古代】延喜式神名帳に名神大社として登載され、内宮の別宮として朝廷・神宮の祭祀を受けた。月神とその親神を併せ祀る古い祭祀形態を伝える。【中世】神宮の別宮として崇敬を受けつつ、神領経営をめぐる動向の中で存続した。【近世・近代】江戸期も内宮別宮として信仰を集め、明治以降は神宮の所管別宮として20年ごとの式年遷宮にあわせ四宮の社殿の造替が行われている。	例祭をはじめ神宮の祭祀に準じた神事が営まれる。月読宮・月読荒御魂宮・伊佐奈岐宮・伊佐奈弥宮の四別宮が同じ神域に並んで鎮座するのが大きな特徴で、月神とその親神である伊弉諾・伊弉冉を一所に祀る。各宮の社殿はいずれも神明造で、20年ごとの式年遷宮にあわせて造替される。参拝は古来定められた順序にならって行われるとされる。内宮と外宮を結ぶ御幸道路沿いの深い社叢に囲まれ、市街に近接しながら静謐な神域を保つ。	延喜式神名帳|社伝	https://www.isejingu.or.jp/
SHR-679	【概要】三重県伊勢市宇治館町に鎮座する皇大神宮(伊勢神宮内宮)の別宮で、内宮神域内の五十鈴川支流のほとりに鎮座する。風雨を司る神を祀る。【祭神】主祭神は級長津彦命・級長戸辺命で、風雨を司る風神とされる。【創建・由緒】もとは内宮の末社「風神社」であったが、弘安4年(1281)の元寇(弘安の役)に際し神風を起こして国難を救ったとされ、その神威により正応6年(1293)に別宮に昇格したと伝える。【社格・歴史的位置づけ】伊勢神宮の十四別宮の一つで、内宮の所管別宮。外宮の風宮と対をなし、風雨の順調・五穀豊穣を祈る神として重んじられる。神宮の祈年祭・新嘗祭などで風雨を祈る役割を担う。	【古代】内宮の末社「風神社」として、農耕に関わる風雨を司る神を祀った。【中世】弘安の役(1281)の神風伝承により神威が高まり、正応6年(1293)に末社から別宮へ昇格したと伝える。元寇との結びつきで知られる。【近世・近代】江戸期も内宮の風神として信仰され、明治以降は神宮の所管別宮として式年遷宮にあわせ造替が行われている。	例祭をはじめ神宮の祭祀に準じた神事が営まれる。とくに5月14日・8月4日の風日祈祭は、風雨の順調と五穀豊穣を祈る神宮の重要な祭儀で、御幣を奉る神事を伴う。社殿は神明造で、20年ごとの式年遷宮にあわせて造替される。内宮神域内、五十鈴川の支流にかかる屋根のない木橋「風日祈宮橋」を渡った先に鎮座し、清らかな川と木立に囲まれた静かな一画をなす。外宮の風宮と対をなす内宮の風神の別宮として知られる。	社伝	https://www.isejingu.or.jp/
SHR-680	【概要】三重県伊勢市豊川町に鎮座する豊受大神宮(伊勢神宮外宮)の別宮で、外宮神域内に鎮座する。風雨を司る神を祀る。【祭神】主祭神は級長津彦命・級長戸辺命で、風雨を司る風神とされる。【創建・由緒】もとは外宮の末社「風社」であったが、弘安4年(1281)の元寇(弘安の役)に際し神風を起こして国難を救ったとされ、その神威により正応6年(1293)に別宮に昇格したと伝える。【社格・歴史的位置づけ】伊勢神宮の十四別宮の一つで、外宮の所管別宮。内宮の風日祈宮と対をなし、風雨の順調・五穀豊穣を祈る神として重んじられる。神宮の祈年祭・新嘗祭などで風雨を祈る役割を担う。	【古代】外宮の末社「風社」として、農耕に関わる風雨を司る神を祀った。【中世】弘安の役(1281)の神風伝承により神威が高まり、正応6年(1293)に末社から別宮へ昇格したと伝える。内宮の風日祈宮とともに昇格した。【近世・近代】江戸期も外宮の風神として信仰され、明治以降は神宮の所管別宮として式年遷宮にあわせ造替が行われている。	例祭をはじめ神宮の祭祀に準じた神事が営まれる。とくに5月14日・8月4日の風日祈祭は、風雨の順調と五穀豊穣を祈る神宮の重要な祭儀で、御幣を奉る神事を伴う。社殿は神明造で、20年ごとの式年遷宮にあわせて造替される。外宮神域内にあり、多賀宮・土宮・月夜見宮とともに外宮の四別宮の一つに数えられ、境内の御池付近に鎮座する。内宮の風日祈宮と対をなして風神信仰を担う点に特徴がある。	社伝	https://www.isejingu.or.jp/
SHR-682	【概要】伊勢神宮外宮(豊受大神宮)の第一別宮で、外宮の域内、檜尾(ひのおき)の高台に鎮座する。古くは「高宮」とも記された。【祭神】豊受大御神荒御魂を祀る。荒御魂は神の活動的・進取的な側面を表す神格で、外宮正宮の和御魂に対する別宮として位置づけられる。【創建・由緒】社伝では外宮鎮座(雄略朝と伝える)とともに祀られたとされ、豊受大御神を丹波国(丹後)から伊勢へ遷したという外宮起源伝承と一体に語られる。延喜式神名帳では伊勢神宮の摂末別宮の枠で扱われる。【社格・歴史的位置づけ】外宮所属の別宮の中で最高位に位置し、内宮の荒祭宮に相当する。20年に一度の式年遷宮の対象に含まれ、正宮に次いで遷宮が行われる。	【古代】豊受大御神を外宮へ迎えた起源伝承とともに荒御魂を祀る別宮として成立したと伝える。延喜式の神宮関係記載や神宮の制度の中で別宮として扱われた。【中世】神宮の式年遷宮制度が一時中断・再興を経る中、外宮第一別宮としての地位を保った。外宮側の度会神道(伊勢神道)興隆の場でもあった。【近世・近代】江戸期のお伊勢参り隆盛で参拝者を集め、近代の神宮制度下でも別宮として遷宮が継続された。	式年遷宮(20年に一度)が正宮に次いで行われ、社殿は神明造。外宮参道から石段を上った高台に位置し、別宮中の首位とされる。例祭をはじめ神嘗祭・月次祭など外宮の年中祭儀に伴って奉幣が行われる。社殿は唯一神明造で千木・鰹木を備える。隣接して土宮・風宮など外宮の別宮群が並ぶ。	延喜式神名帳|神宮社伝|止由気宮儀式帳	https://www.isejingu.or.jp/
SHR-688	【概要】住吉大社(大阪市住吉区)の境内北側に鎮座する摂社で、住吉大社の摂社中で最も格が高い第一摂社とされる。古くは「津守氏」の祖神を祀る社と関わり深い。【祭神】豊玉彦命(海神綿津見神)を主祭神とし、豊玉姫命を配祀する。海神(わたつみ)を祀る社として住吉の海上信仰を補完する。【創建・由緒】社伝では神功皇后の三韓征討に際し、潮を満ち干させる「潮満珠・潮干珠」を授けた海神を祀ったことに由来するとされ、その故事から「玉の井」と呼ばれる井戸が境内に伝わる。【社格・歴史的位置づけ】延喜式神名帳に「大海神社二座」として摂津国住吉郡に記載される式内社(名神大社)で、住吉大社とは別に独立した式内社の格を持ちながら住吉の摂社として位置づけられる希少な例である。	【古代】延喜式神名帳に名神大社「大海神社二座」として記載され、住吉大社を奉斎した津守氏との関わりの中で海神祭祀を担った。【中世】住吉大社の社家・津守氏の祭祀体制下で摂社として維持された。【近世・近代】江戸期に住吉大社の社殿造替に伴い再興され、現存する本殿は江戸後期の造営とされ国の重要文化財に指定されている。近代の社格制度下でも住吉大社の摂社として扱われた。	本殿は住吉造で、住吉大社本殿に准じた古式の社殿形式を伝え、国の重要文化財に指定されている。境内には海神が授けた珠の故事に由来する「玉の井」が伝わる。住吉大社の年中祭儀と連動した祭祀が行われ、海上安全・航海守護の信仰を集める。	延喜式神名帳|住吉大社社伝	https://www.sumiyoshitaisha.net/
SHR-689	【概要】宗像大社を構成する三宮の一つで、福岡県宗像市の大島に鎮座する。沖ノ島(沖津宮)と本土(辺津宮)の中間に位置することから「中津宮」と称する。【祭神】宗像三女神の一柱、湍津姫神(たぎつひめのかみ)を祀る(史料により市杵島姫命を充てる説もある)。【創建・由緒】記紀の誓約(うけい)神話に基づき、天照大神と素戔嗚尊の誓約で生まれた三女神を大島・沖ノ島・田島に配祀したと伝える。日本書紀第六段一書には三女神を「道主貴(みちぬしのむち)」として海北道中に降ろし、宗像君が祀ると記される。【社格・歴史的位置づけ】延喜式神名帳に名神大社として記載される宗像神社三座の一で、玄界灘の海上交通・対外航路を守護する古代国家祭祀の要であった。2017年「神宿る島」宗像・沖ノ島と関連遺産群の構成資産として世界遺産に登録された。	【古代】沖ノ島祭祀(4〜9世紀)と一体の宗像氏による海上祭祀の拠点として機能し、日本書紀に三女神祭祀が記される。延喜式に名神大社として登載された。【中世】宗像大宮司家の支配下で大島の鎮守として維持された。【近世・近代】近代に宗像神社(現宗像大社)の一宮として整備され、現代は宗像大社の中津宮として継承される。	大島の高台に鎮座し、対岸に沖ノ島を望む。宗像三女神を辺津宮に迎える「みあれ祭」(10月1〜3日)では、漁船数百隻による海上神幸が行われ、沖津宮・中津宮の神を田島の辺津宮へ迎える。境内には七夕伝説に関わる天の川・牽牛社・織女社が伝わる。世界遺産構成資産。	延喜式神名帳|日本書紀(神代上第六段一書)|古事記|宗像大社社伝	https://munakata-taisha.or.jp/
SHR-690	【概要】宗像大社三宮の一つで、玄界灘の孤島・沖ノ島に鎮座する。島全体が御神体とされ、女人禁制・上陸厳禁の禁足地として知られる。「海の正倉院」と称される祭祀遺跡を擁する。【祭神】宗像三女神の一柱、田心姫神(たごりひめのかみ)を祀る(史料により市杵島姫命を充てる説もある)。【創建・由緒】記紀の誓約神話に基づく三女神祭祀に発し、4世紀後半から約500年にわたり国家的な航海安全祈願の祭祀が島上で営まれた。日本書紀に宗像君が祀ると記される。【社格・歴史的位置づけ】延喜式神名帳の名神大社「宗像神社三座」の一。発掘調査で金製指輪・銅鏡・須恵器・新羅製金具など約8万点(国宝指定)の奉献品が出土し、古代東アジア交流と国家祭祀の実態を伝える第一級遺跡である。2017年世界遺産登録の中核資産。	【古代】4世紀後半〜9世紀にかけ、岩上祭祀から岩陰・半岩陰・露天祭祀へと変遷する大規模な国家祭祀が営まれ、ヤマト王権と朝鮮半島・大陸交流の実態を示す膨大な奉献品が残された。【中世】宗像大宮司家の管理下で禁足の聖地として継承された。【近世・近代】信仰上の禁忌が厳格に守られ、戦後の学術調査により遺跡の全容が明らかになった。出土品は国宝に指定され、宗像大社神宝館に収蔵される。	島は終日不浄を忌み、上陸者は海中で禊を行い、島で見聞きしたことを口外しない「お言わずさま」、島の物を持ち出さない不文律が伝わる。年に一度、現地大祭が許されてきた(近年は一般の上陸を停止)。みあれ祭で沖津宮の神を辺津宮へ迎える。沖ノ島祭祀遺跡出土品約8万点は国宝。世界遺産。	延喜式神名帳|日本書紀(神代上第六段一書)|古事記|宗像大社社伝|沖ノ島祭祀遺跡(考古資料)	https://munakata-taisha.or.jp/
SHR-778	【概要】徳島県吉野川市山川町に鎮座する阿波国の式内名神大社で、麻植(おえ)郡の総鎮守。古代の朝廷祭祀に麻・木綿(ゆう)などの神祭用品を貢納した阿波忌部氏の祖神を祀る。【祭神】天日鷲命(あめのひわしのみこと、福井神とも記される)を主祭神とする。天日鷲命は阿波忌部氏の祖神で、穀(かじ)・麻を植え織物・木綿を生んだ神とされる。【創建・由緒】古語拾遺によれば、忌部氏の祖天太玉命に率いられた阿波忌部が肥沃な地を求めて阿波に至り麻・穀を植えたと伝え、その地に祖神を祀ったのが起源とされる。【社格・歴史的位置づけ】延喜式神名帳に名神大社として記載される阿波国屈指の古社。中央忌部に連なる阿波忌部氏の祭祀拠点で、大嘗祭に麁服(あらたえ、麻織物)を貢進する伝統の淵源とされる。近代に国幣中社に列した。	【古代】古語拾遺に阿波忌部の阿波開拓と麻・穀の栽培が記され、延喜式神名帳に名神大社として登載された。大嘗祭の麁服貢進に関わる忌部祭祀の中心であった。【中世】社地・社名の所在をめぐり後世に論争が生じ、複数の論社が並立した。【近世・近代】明治期に式内名神大社忌部神社の所在地論争(山崎説・山川説等)が起こり、最終的に現在地に治定されて国幣中社に列せられた。現代も大嘗祭の麁服調進が阿波忌部の伝統として継承されている。	大嘗祭に際し阿波忌部の系譜を引く家が麁服(あらたえ、麻の織物)を調進する伝統で知られる。例祭ほか年中祭儀を行い、麻・木綿(ゆう)の生産と織物に関わる神事を伝える。社殿は山川町の山上に鎮座する。麻植総鎮守として地域信仰を集める。	延喜式神名帳|古語拾遺|忌部神社社伝	-
SHR-782	【概要】奈良県葛城市笛吹に鎮座する式内名神大社で、通称「笛吹神社」。葛城地方の古代氏族・笛吹連(火明命の後裔と伝える)の祖神祭祀に発する。【祭神】火雷大神(ほのいかづちのおおかみ)と笛吹連の祖天香山命(あめのかぐやまのみこと)を主祭神とする(史料・社伝により伊邪那岐命など祭神に諸説がある)。【創建・由緒】社伝では笛吹連が祖神天香山命を奉斎したことに始まり、火雷神を併せ祀ったとされる。社名の「火雷」は雷神信仰を、「笛吹」は楽(笛)を職掌とした笛吹連に由来する。【社格・歴史的位置づけ】延喜式神名帳に名神大社「葛木坐火雷神社二座」として記載される葛城の古社。葛城氏とその同族とされる笛吹連の祭祀拠点で、近代社格は村社。	【古代】延喜式神名帳に名神大社二座として登載され、葛城地方の有力氏族の祖神祭祀の場であった。【中世】葛城一帯の在地信仰の中で社が維持された。【近世・近代】近世以降「笛吹神社」の通称で知られ、近代の社格制度では村社に列した。境内に古墳(笛吹神社古墳)が所在することでも知られる。【補足】祭神については火雷大神・天香山命とする説のほか、伊邪那岐命を充てる伝えもあり一定しない。	例祭ほか年中祭儀を行う。境内に横穴式石室をもつ古墳(笛吹神社古墳)があり、当地の古さを物語る。笛吹連の職掌にちなみ音楽・笛に関わる信仰を伝える。日露戦争期に奉納されたとされる大砲が境内に残ることでも知られる。葛城の山裾に鎮座する。	延喜式神名帳|笛吹神社社伝	-
SHR-797	【概要】長崎県壱岐市芦辺町に鎮座する式内名神大社で、壱岐島における住吉信仰の中心。古代の対外航路上に位置し、海上交通・航海安全を守護した。摂津・長門・筑前の住吉とともに「日本四大住吉」の一に数えられることがある。【祭神】底筒男命・中筒男命・表筒男命の住吉三神を主祭神とする。【創建・由緒】社伝では神功皇后の三韓征討の帰途、住吉三神を壱岐に祀ったことに始まると伝える。住吉神は航海守護・禊祓の神であり、玄界灘を渡る古代外交・交易の要衝に祀られた。【社格・歴史的位置づけ】延喜式神名帳に名神大社「住吉神社」として壱岐嶋壱岐郡に記載される壱岐の古社。大陸・朝鮮半島との往来の安全を担う国家的海上祭祀の拠点として重んじられ、近代に国幣小社に列した。	【古代】延喜式神名帳に名神大社として登載され、玄界灘の海上交通を守護する住吉祭祀の拠点として機能した。【中世】壱岐の鎮守として在地信仰を集めた。【近世・近代】近世も住吉信仰の中心として崇敬され、近代の社格制度で国幣小社に列せられた。現代も壱岐の代表的古社として継承される。	例祭ほか年中祭儀を行い、住吉神の航海守護・禊祓信仰を伝える。古来、玄界灘を渡る人々の海上安全祈願を集めた。境内・社叢は壱岐島の聖域として保たれる。住吉造系の社殿を伝える。	延喜式神名帳|住吉神社社伝	-
